source,webpage,id,price,facilities,location,area,rooms,floor,storeys,building_type,condition,ceiling_height,bathroom_count,bedrooms,added_in_date,view_count,additional_features,latitude,visit_count,utilities,room_details,details,longitude,flooring,entrance_door,construction_type,renovation,windows,heating,parking,cooling
bars,https://bars.am/en/properties/standard/apartment/4-3-1377,4-3-1377,260000,"['Elevator', 'Open balcony', 'Panorama']",Yerevan/Arabkir/Aghbyur Serob Street,90.0,3,4,9,New building,Without renovation,3.0,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1286,4-3-1286,170000,"['Elevator', 'Heating system', 'Open balcony', 'Closed balcony', 'Kitchen furniture']",Yerevan/Arabkir/Baghramyan Avenue 1st Lane,104.0,4,3,10,Panel,Redecoration,2.75,1,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-A-117,1-A-117,380000,"['Elevator', 'Heating system', 'Air conditioning', 'Open balcony', 'Panorama', 'Pool', 'Wardrobe']",Yerevan/Small Center/Verin Antarain Street,106.7,3,4,7,New building,Major overhaul,3.0,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-1-439,1-1-439,105000,"['Heating system', 'Air conditioning', 'Open balcony']",Yerevan/Small Center/Heratsi Street (S.C.),43.0,1,4,4,Stone,Major overhaul,,1,,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-1-438,1-1-438,105000,['Air conditioning'],Yerevan/Small Center/Zakyan Street 1st Blind Alley,34.0,1,4,5,Stone,Partial renovation,3.1,1,1,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-N-416,1-N-416,1224000,"['Building service', 'Building security', 'Elevator', 'Heating system', 'Cooling system', 'Open balcony']",Yerevan/Small Center/Leo Street,242.0,5,7,16,New building,Major overhaul,3.0,4,4,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/2-3-170,2-3-170,390000,"['Building service', 'Building security', 'Elevator', 'Heating system', 'Air conditioning', 'Open balcony']",Yerevan/Big Center/Rostomi Street,165.0,4,2,10,New building,Major overhaul,3.2,2,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-A-115,1-A-115,250000,[],Yerevan/Small Center/Verin Antarain Street,93.0,3,5,6,New building,Without renovation,3.0,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1376,4-3-1376,240000,"['Elevator', 'Heating system', 'Air conditioning', 'Open balcony', 'Kitchen furniture']",Yerevan/Arabkir/Nairi Zaryan Street,109.0,3,10,16,New building,Major overhaul,3.0,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-3-2090,1-3-2090,165000,"['Heating system', 'Air conditioning', 'Furniture']",Yerevan/Small Center/Paronyan Street,82.0,3,3,4,Stone,Major overhaul,,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1365,4-3-1365,330000,"['Elevator', 'Heating system']",Yerevan/Arabkir/Griboyedov Street,120.0,4,3,16,New building,Major overhaul,3.0,2,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/6-Ach-118,6-Ach-118,115000,"['Elevator', 'Heating system', 'Open balcony', 'Furniture']",Yerevan/Achapnyak/Norashen,80.0,3,3,16,Panel,Major overhaul,2.75,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1372,4-3-1372,175000,"['Heating system', 'Open balcony', 'Wardrobe']",Yerevan/Arabkir/Vratsakan Street,83.0,4,2,5,Stone,Major overhaul,2.75,1,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1571,4-3-1571,135000,[],Yerevan/Arabkir/Vratsakan Street,100.0,3,4,5,Stone,Major overhaul,2.8,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1359,4-3-1359,306000,[],Yerevan/Arabkir/Komitas Avenue,175.0,4,3,16,Panel,Major overhaul,3.0,2,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-3-2093,1-3-2093,262000,"['Parking', 'Elevator', 'Heating system', 'Air conditioning', 'Washing machine', 'Dishwasher', 'Kitchen stove', 'Fridge', 'Furniture']",Yerevan/Small Center/Sayat-Nova  Avenue,105.0,3,6,6,Special project,Major overhaul,3.0,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1370,4-3-1370,132000,"['First line', 'Heating system', 'Closed balcony', 'Transport availability']",Yerevan/Arabkir/Komitas Avenue,75.0,2,2,5,Stone,Partial renovation,2.6,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1362,4-3-1362,400000,"['Parking', 'Heating system', 'Air conditioning', 'Open balcony', 'Furniture']",Yerevan/Arabkir/Baghramyan Avenue (AR.),140.0,4,11,17,New building,Major overhaul,3.0,2,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1363,4-3-1363,450000,"['Parking', 'Furniture']",Yerevan/Arabkir/Adonts Street,170.0,5,5,9,New building,Major overhaul,3.0,2,4,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/6-Z3-257,6-Z3-257,270000,"['Elevator', 'Open balcony', 'Panorama', 'Wardrobe']",Yerevan/Qanaqer-Zeytun/Ulnetsi Street,122.0,3,10,,New building,Without renovation,3.0,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/3-3-2091,3-3-2091,410000,"['Heating system', 'Closed balcony', 'Washing machine', 'Kitchen stove', 'Fridge', 'TV', 'Furniture', 'Kitchen furniture']",Yerevan/Small Center/Koghbatsi Street,124.0,4,3,6,Special project,Major overhaul,3.0,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/3-3-2755,3-3-2755,1800,"['Heating system', 'Washing machine', 'Kitchen stove', 'Fridge', 'TV', 'Furniture', 'Kitchen furniture', 'Transport availability']",Yerevan/Small Center/Hanrapetutyan Street,60.0,3,6,,Special project,Major overhaul,,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-3-2034,1-3-2034,400000,"['Garage', 'Heating system', 'Air conditioning', 'Front balcony']",Yerevan/Small Center/Abovyan Street,148.0,3,3,4,Stalinka c/o,Old major overhaul,3.1,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1358,4-3-1358,179000,"['Elevator', 'Heating system', 'Air conditioning', 'Open balcony']",Yerevan/Arabkir/Yerznkyan Street,91.0,3,4,7,Special project,Major overhaul,2.75,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-2-189,4-2-189,57000,['Heating system'],Yerevan/Arabkir/Tbilisyan Highway (AR.),,2,1,5,New building,Major overhaul,3.0,1,1,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-N-338,1-N-338,250000,"['Elevator', 'Heating system']",Yerevan/Small Center/Pushkin Street,90.0,3,4,11,New building,Major overhaul,3.0,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-A-113,1-A-113,500000,"['Building service', 'Building security', 'Parking', 'Elevator', 'Open balcony', 'French balcony']",Yerevan/Small Center/Antarayin Street,146.0,4,3,6,New building,Without renovation,3.0,2,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-3-2088,1-3-2088,800000,"['Air conditioning', 'Panorama']",Yerevan/Small Center/Nalbandyan Street,143.4,4,5,5,Stalinka c/o,Major overhaul,3.1,3,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1353,4-3-1353,120000,"['Elevator', 'Heating system', 'Closed balcony']",Yerevan/Arabkir/Aram Khachatryan Street,91.0,3,2,9,Panel,Without renovation,2.75,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-2-188,4-2-188,255000,"['Heating system', 'Air conditioning', 'Open balcony']",Yerevan/Arabkir/Komitas Avenue,65.0,2,5,5,Stalinka c/o,Major overhaul,,1,1,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-2-187,4-2-187,120000,"['Heating system', 'Air conditioning', 'Open balcony']",Yerevan/Arabkir/Aram Khachatryan Street,55.0,2,5,5,Stone,Major overhaul,,1,1,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-2-186,4-2-186,125000,"['Heating system', 'Air conditioning', 'Open balcony']",Yerevan/Arabkir/Aram Khachatryan Street,55.0,2,4,5,Stone,Major overhaul,,1,1,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1208,4-3-1208,190000,"['Elevator', 'Heating system', 'Open balcony']",Yerevan/Arabkir/Komitas Avenue,94.0,3,6,6,Special project,Major overhaul,,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1354,4-3-1354,260000,"['Elevator', 'Heating system']",Yerevan/Arabkir/Riga Street,112.0,3,10,12,New building,Major overhaul,,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-N-348,1-N-348,270000,"['Elevator', 'Heating system', 'Open balcony']",Yerevan/Small Center/Alek Manukyan Street,135.0,3,4,9,New building,Partial renovation,3.0,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1357,4-3-1357,162000,"['Elevator', 'Heating system', 'Open balcony']",Yerevan/Arabkir/Gyulbenkyan Street,76.0,3,4,14,New building,Major overhaul,3.0,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1352,4-3-1352,330000,[],Yerevan/Arabkir/Azatutyan Avenue,108.8,3,5,5,Stone,Major overhaul,,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1350,4-3-1350,170000,"['Heating system', 'Air conditioning', 'Washing machine', 'Kitchen stove', 'Fridge', 'TV', 'Furniture', 'Kitchen furniture']",Yerevan/Arabkir/Komitas Avenue,82.5,3,5,5,Stone,Major overhaul,,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3--1349,4-3--1349,150000,[],Yerevan/Arabkir/Hrachya Kochar Street,70.0,3,5,5,Stone,Major overhaul,,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1027,4-3-1027,120000,"['Garage', 'Elevator', 'Heating system']",Yerevan/Arabkir/Mamikonyants Street,87.5,3,1,10,Panel,Major overhaul,2.75,2,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1247,4-3-1247,200000,"['Heating system', 'Closed balcony']",Yerevan/Arabkir/Gyulbenkyan Street,76.0,3,2,5,Stone,Old major overhaul,,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1256,4-3-1256,285000,"['Building service', 'Building security', 'Elevator', 'Heating system', 'Air conditioning', 'Panorama', 'Pool', 'Washing machine', 'Kitchen stove', 'Fridge', 'TV', 'Furniture', 'Kitchen furniture', 'Wardrobe']",Yerevan/Arabkir/Qeru Street,101.0,3,7,18,New building,Major overhaul,3.0,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-3-2087,1-3-2087,133000,"['Heating system', 'Open balcony']",Yerevan/Small Center/Athens Street,55.0,2,5,5,Stone,Major overhaul,2.75,1,1,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1348,4-3-1348,204000,"['Building service', 'Building security', 'Elevator', 'Heating system', 'Open balcony', 'Furniture']",Yerevan/Arabkir/Adonts Street,73.6,3,3,8,New building,Major overhaul,3.0,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1347,4-3-1347,240000,"['Parking', 'Heating system', 'Front balcony', 'Furniture']",Yerevan/Arabkir/Komitas Avenue,72.0,3,3,4,Stone,Major overhaul,3.0,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-N-163,1-N-163,600000,"['First line', 'Building service', 'Building security', 'Parking', 'Elevator', 'Heating system', 'Front balcony', 'Open balcony', 'Transport availability']",Yerevan/Small Center/Amiryan Street,215.0,4,9,12,New building,Major overhaul,3.0,3,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1346,4-3-1346,220000,"['Elevator', 'Heating system', 'Air conditioning', 'Open balcony']",Yerevan/Arabkir/Adonts Street,75.2,3,15,,New building,Major overhaul,3.0,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-N-414,1-N-414,330000,"['Parking', 'Elevator', 'Heating system', 'Air conditioning', 'Open balcony']",Yerevan/Small Center/Paronyan Street,135.0,3,3,4,New building,Major overhaul,3.0,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-B-124,1-B-124,680000,"['Building service', 'Building security', 'Elevator', 'Open balcony']",Yerevan/Small Center/Arami Street,140.0,4,3,17,New building,Major overhaul,3.2,2,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-B-67,1-B-67,220000,"['Elevator', 'Heating system', 'Air conditioning']",Yerevan/Small Center/Buzand Street,68.0,3,2,7,New building,Major overhaul,3.0,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-T-1,1-T-1,1400000,"['First line', 'Building service', 'Building security', 'Parking', 'Elevator', 'Heating system', 'Front balcony', 'Open balcony', 'Panorama', 'Kitchen stove', 'Furniture', 'Built-in furniture', 'Kitchen furniture', 'Transport availability', 'Exclusive design']",Yerevan/Small Center/Teryan Street,260.1,4,6,12,New building,Major overhaul,3.0,3,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-B-120,1-B-120,255000,"['First line', 'Parking', 'Elevator', 'Heating system', 'Cooling system', 'Air conditioning']",Yerevan/Small Center/Arami Street,58.0,2,15,13,New building,Major overhaul,3.2,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-3-2086,1-3-2086,390000,"['Heating system', 'Cooling system', 'Air conditioning', 'Open balcony', 'Furniture', 'Kitchen furniture']",Yerevan/Small Center/Vardanants Street (S.C.),113.0,4,2,5,Stalinka c/o,Redecoration,3.0,2,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-282,4-3-282,270000,"['Building service', 'Building security', 'Garage', 'Heating system', 'Air conditioning', 'Open balcony', 'Panorama', 'Kitchen furniture']",Yerevan/Arabkir/Aygedzor Street,110.0,3,5,7,New building,Major overhaul,3.0,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-T-5,1-T-5,1100000,"['Elevator', 'Heating system', 'Cooling system', 'Open balcony', 'Furniture']",Yerevan/Small Center/Teryan Street,192.14,4,10,12,New building,Major overhaul,3.0,3,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-N-387,1-N-387,460000,"['Elevator', 'Heating system', 'Panorama', 'Furniture', 'Not lived in']",Yerevan/Small Center/Teryan Street,120.0,3,9,10,New building,Major overhaul,3.0,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-A-112,1-A-112,160000,"['Elevator', 'Heating system', 'Open balcony']",Yerevan/Small Center/Antarayin Street,58.0,2,2,7,New building,Major overhaul,3.0,1,1,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-A-101,1-A-101,380000,"['Elevator', 'Heating system', 'Air conditioning', 'Open balcony', 'Pool', 'Furniture']",Yerevan/Small Center/Verin Antarain Street,132.0,3,5,5,New building,Major overhaul,2.8,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/6-D3-200,6-D3-200,113000,"['Elevator', 'Open balcony']",Yerevan/Davtashen/Pirumyanner Street,70.0,2,14,18,New building,Without renovation,3.0,1,1,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-2-118,4-2-118,200000,"['Elevator', 'Open balcony', 'Panorama']",Yerevan/Qanaqer-Zeytun/Ulnetsi Street,59.0,2,12,16,New building,Without renovation,3.0,1,1,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-2-185,4-2-185,200000,"['Elevator', 'Heating system', 'Open balcony', 'Furniture']",Yerevan/Arabkir/Aram Khachatryan Street,61.0,2,5,11,New building,Major overhaul,3.0,1,1,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/6-D4-98,6-D4-98,320000,"['Garage', 'Elevator', 'Heating system', 'Cooling system', 'Terrace']",Yerevan/Davtashen/Davtashen 3th district,138.0,4,2,5,New building,Major overhaul,3.0,2,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-B-119,1-B-119,900000,"['First line', 'Parking', 'Elevator', 'Heating system', 'Cooling system', 'Air conditioning']",Yerevan/Small Center/Arami Street,142.0,3,14,3,New building,Major overhaul,3.2,2,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-3-2058,1-3-2058,255000,"['First line', 'Parking', 'Elevator', 'Heating system', 'Cooling system', 'Air conditioning', 'Open balcony', 'Furniture']",Yerevan/Small Center/Koghbatsi Street,92.0,3,9,11,Panel,Major overhaul,2.0,2,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-3-2083,1-3-2083,470000,"['Parking', 'Air conditioning', 'Open balcony']",Yerevan/Small Center/Moskovyan Street,90.0,3,3,6,Stalinka c/o,Old major overhaul,3.1,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-2-974,1-2-974,300000,"['First line', 'Parking', 'Elevator', 'Cooling system', 'Air conditioning', 'Closed balcony']",Yerevan/Small Center/Amiryan Street,69.0,2,10,11,Panel,Major overhaul,2.0,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-2-968,1-2-968,259000,"['Elevator', 'Heating system', 'Open balcony', 'Furniture']",Yerevan/Small Center/Buzand Street,39.0,2,8,15,New building,Major overhaul,3.0,1,1,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-B-116,1-B-116,315000,"['First line', 'Building security', 'Elevator', 'Heating system', 'Air conditioning', 'Kitchen furniture']",Yerevan/Small Center/Buzand Street,63.0,2,9,14,New building,Major overhaul,3.0,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-3-2085,1-3-2085,370000,"['First line', 'Parking', 'Elevator']",Yerevan/Small Center/Mashtots Avenue,93.0,3,2,9,Stone,Major overhaul,2.8,1,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-2-970,1-2-970,165000,[],Yerevan/Small Center/Sayat-Nova  Avenue,80.0,2,2,9,Panel,Major overhaul,2.75,1,1,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1345,4-3-1345,550000,"['Elevator', 'Heating system', 'Air conditioning', 'Open balcony', 'Terrace', 'Panorama']",Yerevan/Arabkir/Baghramyan Avenue (AR.),376.0,5,17,17,New building,Major overhaul,3.0,3,4,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1150,4-3-1150,250000,"['Elevator', 'Heating system', 'Washing machine', 'Kitchen stove', 'Fridge', 'TV', 'Furniture', 'Kitchen furniture']",Yerevan/Arabkir/Adonts Street,105.0,3,10,18,New building,Major overhaul,3.0,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-2-969,1-2-969,330000,[],Yerevan/Small Center/Yekmalyan Street,75.0,2,5,18,New building,Major overhaul,3.0,1,1,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-N-395,1-N-395,250000,"['Elevator', 'Heating system', 'Open balcony', 'Not lived in']",Yerevan/Small Center/Charents Street (S.C.),112.0,4,4,13,New building,Major overhaul,3.0,2,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-N-109,1-N-109,550000,"['First line', 'Building service', 'Building security', 'Elevator', 'Heating system', 'Cooling system', 'Open balcony', 'Panorama']",Yerevan/Small Center/Arami Street,120.0,3,8,14,New building,Major overhaul,3.0,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-N-405,1-N-405,430000,"['First line', 'Building service', 'Building security', 'Elevator', 'Heating system', 'Air conditioning', 'Open balcony', 'Panorama']",Yerevan/Small Center/Saryan Street,130.0,3,7,4,New building,Major overhaul,3.0,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-N-274,1-N-274,900000,[],Yerevan/Small Center/Abovyan Street,225.8,5,6,15,New building,Major overhaul,3.2,4,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-3-2080,1-3-2080,900000,"['Heating system', 'Air conditioning', 'Open balcony', 'Closed balcony', 'Fireplace', 'Wardrobe']",Yerevan/Small Center/Byron Street,320.0,7,5,4,Stalinka w/o,Old major overhaul,3.1,4,5,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-A-98,1-A-98,430000,"['Parking', 'Elevator', 'Heating system', 'Air conditioning', 'Open balcony', 'Panorama', 'Furniture']",Yerevan/Small Center/Antarayin Street,105.0,4,2,6,New building,Major overhaul,3.0,1,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-A-110,1-A-110,306000,['Parking'],Yerevan/Small Center/Verin Antarain Street,190.0,5,2,3,New building,Without renovation,3.0,2,4,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-N-396,1-N-396,430000,"['Elevator', 'Heating system', 'Open balcony', 'Furniture', 'Not lived in']",Yerevan/Small Center/Sayat-Nova  Avenue,121.0,3,5,5,New building,Major overhaul,3.0,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1288,4-3-1288,275000,"['Elevator', 'Heating system', 'Open balcony', 'Furniture']",Yerevan/Arabkir/Mamikonyants Street,154.0,4,10,14,New building,Major overhaul,3.0,2,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-N-12,1-N-12,640000,"['Building service', 'Building security', 'Garage', 'Elevator', 'Heating system', 'Air conditioning', 'Front balcony', 'Open balcony', 'Transport availability', 'Exclusive design']",Yerevan/Small Center/Pushkin Street,194.0,5,7,9,New building,Major overhaul,3.0,2,4,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-2-167,4-2-167,150000,"['Garage', 'Elevator', 'Heating system', 'Air conditioning', 'Open balcony', 'Furniture']",Yerevan/Arabkir/Kievyan Street,62.0,2,3,6,New building,Major overhaul,3.0,1,1,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-3-1954,1-3-1954,300000,['Open balcony'],Yerevan/Small Center/Baghramyan Avenue (S.C.),106.0,4,3,4,Stalinka c/o,Major overhaul,3.3,1,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-N-265,1-N-265,1000000,"['First line', 'Building service', 'Building security', 'Parking', 'Elevator', 'Heating system', 'Air conditioning', 'Open balcony', 'Built-in furniture']",Yerevan/Small Center/Abovyan Street,145.0,3,8,14,New building,Major overhaul,3.2,2,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-95,4-3-95,200000,"['First line', 'Elevator', 'Heating system', 'Air conditioning', 'Closed balcony', 'Built-in furniture', 'Transport availability']",Yerevan/Arabkir/Baghramyan Avenue (AR.),104.0,4,4,7,Special project,Old major overhaul,2.75,2,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1336,4-3-1336,430000,"['Elevator', 'Heating system', 'Air conditioning', 'Front balcony', 'Open balcony']",Yerevan/Arabkir/Baghramyan Avenue (AR.),165.0,5,11,17,New building,Major overhaul,3.0,1,4,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/6-D3-199,6-D3-199,156000,"['Elevator', 'Heating system', 'Open balcony', 'Furniture']",Yerevan/Davtashen/Mikoyan Street,78.0,3,9,12,New building,Major overhaul,3.0,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-3-1976,1-3-1976,185000,"['Heating system', 'Open balcony', 'Built-in furniture']",Yerevan/Small Center/Demirchyan Street,130.0,4,4,5,Stone,Major overhaul,,2,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1218,4-3-1218,250000,"['Elevator', 'Heating system', 'Air conditioning', 'Open balcony', 'Furniture']",Yerevan/Arabkir/Arabkir 27th street,92.0,3,7,12,New building,Major overhaul,3.0,1,2,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-1111,4-3-1111,250000,"['Garage', 'Open balcony']",Yerevan/Arabkir/Avet Avetisyan Street,165.0,5,3,5,Stone,Major overhaul,,3,4,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-329,4-3-329,450000,"['First line', 'Garage', 'Heating system', 'Air conditioning', 'Built-in furniture', 'Kitchen furniture', 'Wardrobe', 'Transport availability', 'Exclusive design']",Yerevan/Arabkir/Vagharshyan Street,178.9,4,2,4,Stalinka c/o,Major overhaul,3.2,2,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-658,4-3-658,125000,"['Elevator', 'Open balcony', 'Mansard', 'Panorama', 'Transport availability']",Yerevan/Arabkir/Papazyan Street,135.0,4,7,8,Panel,Major overhaul,2.7,3,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/4-3-936,4-3-936,65000,"['Heating system', 'Front balcony']",Yerevan/Arabkir/Kanaker HES,98.5,4,2,9,Panel,Major overhaul,2.75,2,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-2-933,1-2-933,120000,"['Elevator', 'Heating system', 'Open balcony', 'Furniture']",Yerevan/Big Center/Argishti Street,63.0,2,12,14,New building,Major overhaul,3.0,1,1,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/6-NM-3,6-NM-3,105000,"['Parking', 'Heating system', 'Open balcony', 'Panorama', 'Kitchen stove', 'Furniture', 'Built-in furniture', 'Kitchen furniture']",Yerevan/Nork-Marash/Nork 5th street,92.0,4,2,3,Stone,Major overhaul,,1,3,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/1-B-115,1-B-115,286000,"['Elevator', 'Heating system', 'Air conditioning', 'Closed balcony', 'Kitchen furniture']",Yerevan/Small Center/Arami Street,67.0,2,9,10,New building,Major overhaul,3.0,2,1,,,,,,,,,,,,,,,,,
bars,https://bars.am/en/properties/standard/apartment/6-D3-178,6-D3-178,85000,"['Elevator', 'Closed balcony']",Yerevan/Davtashen/Davtashen 2-nd district,72.0,3,9,9,Panel,Without renovation,2.75,1,2,,,,,,,,,,,,,,,,,
