id,source,price,area,rooms,floor,storeys,bathroom_count,new_building,F_Furniture,F_Security,F_Air Conditioner,F_Balcony,F_Heating System,F_Internet,F_Elevator,building_type_Monolit,building_type_Other,building_type_Panel,building_type_Stone,condition_Good Condition,condition_Needs Renovation/Repair,condition_New/Excellent Condition,condition_Other,SL_opera,SL_zvartnoc,SL_dalma,SL_central_cemetery,SL_zeytun_cemetery,SL_baghramyan_subway,SL_shengavit_subway,L_pharmacy,L_atm,L_car_wash,L_waste_disposal,L_parking,L_clinic,L_fuel,L_school,L_place_of_worship,L_music_school,L_university,L_kindergarten,L_bus_station,L_hospital,L_prison,L_stripclub,latitude,longitude
4-3-1430,bars,-0.8343046848653883,-0.8957323602784908,-1.0463711254130217,-0.7516475642388257,0.7124878400051957,-0.7095753991356447,1.242610399334403,-0.6585141456770521,-0.372383771202831,-0.83857262489157,-0.4633273993774061,-0.959245584433284,-0.5061807043661747,-0.690368153331614,-0.781565924958235,1.943042385431652,-0.4306344266192281,-0.584972384843849,-0.9000199121652293,2.326520666724973,-0.7922875620524901,-0.1049333646225594,-0.2950762893154008,-0.0848478719965822,-0.3686337350531971,0.4518563861100396,-0.3257795907799071,-1.1049429277654998,0.2581334735376929,0.2498942369230792,-0.4031112601095651,1.1673947611708548,0.3794712402702059,-0.6229637376574543,0.1568459075837331,0.3152970278884322,-0.6079593399048933,-0.4994842701051498,-0.5043270896271058,-0.3759133718685952,-0.8454038857076834,-0.3442942734464122,-0.5377881674948117,-0.0589694575184465,-0.0222552173736116,0.5740493636475144,-0.282195119521068
4-3-1430.1,bars,-0.3669864234928764,-0.0982561804499505,-0.0451064767468425,-0.4815785354657151,0.7124878400051957,0.7109818915026133,1.242610399334403,-0.6585141456770521,-0.372383771202831,-0.83857262489157,-0.4633273993774061,-0.959245584433284,-0.5061807043661747,-0.690368153331614,-0.781565924958235,1.943042385431652,-0.4306344266192281,-0.584972384843849,-0.9000199121652293,2.326520666724973,-0.7922875620524901,-0.1049333646225594,-0.2950762893154008,-0.0848478719965822,-0.3686337350531971,0.4518563861100396,-0.3257795907799071,-1.1049429277654998,0.2581334735376929,0.2498942369230792,-0.4031112601095651,1.1673947611708548,0.3794712402702059,-0.6229637376574543,0.1568459075837331,0.3152970278884322,-0.6079593399048933,-0.4994842701051498,-0.5043270896271058,-0.3759133718685952,-0.8454038857076834,-0.3442942734464122,-0.5377881674948117,-0.0589694575184465,-0.0222552173736116,0.5740493636475144,-0.282195119521068
1-N-432,bars,1.5297759314896715,1.2525251016753582,0.9561581719193364,0.868766608399838,1.564226521354801,0.7109818915026133,-0.8047574690632269,1.5185702639262952,2.685401667129359,-0.83857262489157,2.158301022870102,1.0424859037436105,-0.5061807043661747,1.4485025057632637,-0.781565924958235,1.943042385431652,-0.4306344266192281,-0.584972384843849,1.1110865287349512,-0.4298263988377516,-0.7922875620524901,-0.1049333646225594,2.6057973887792696,3.291019065302026,3.724163392739532,1.7585205301623166,-0.6923296934441648,3.012344398029962,3.04567098415083,0.817069920726023,0.2802046101740613,-0.0096141819612272,-1.0882777407653443,-0.6229637376574543,-0.6452521514520668,0.3152970278884322,-0.6079593399048933,-0.4994842701051498,-0.5043270896271058,-0.3759133718685952,-0.8454038857076834,-0.3442942734464122,-0.5377881674948117,-0.0589694575184465,-0.0222552173736116,1.6283647726787778,3.1065694851764416
1-N-429,bars,0.7050966467146507,-0.5709176241123719,-0.0451064767468425,-0.7516475642388257,0.4995531696677944,0.7109818915026133,-0.8047574690632269,-0.6585141456770521,2.685401667129359,1.1925025576995232,2.158301022870102,1.0424859037436105,-0.5061807043661747,1.4485025057632637,-0.781565924958235,1.943042385431652,-0.4306344266192281,-0.584972384843849,1.1110865287349512,-0.4298263988377516,-0.7922875620524901,-0.1049333646225594,-0.7179774953418107,-0.4215141830056987,-1.0452830402699531,-0.4162533551404859,0.1548800886315202,-0.5597685190139268,-0.5776096499974355,-0.8844571306828085,-0.1753393033483563,0.5788902896048138,-0.7213404955064567,0.4189627786481204,1.7610420256553332,0.3152970278884322,0.0664381705881789,1.0292403141560662,1.7445486742730127,0.0499671728170819,-0.0287057273482762,-0.3442942734464122,-0.5377881674948117,-0.0589694575184465,-0.0222552173736116,-0.3158212129097865,-0.254683782910131
1-A-118,bars,0.760075265699652,0.8403464019886968,0.9561581719193364,-0.7516475642388257,-0.9909895226940147,0.7109818915026133,-0.8047574690632269,-0.6585141456770521,-0.372383771202831,-0.83857262489157,2.158301022870102,1.0424859037436105,-0.5061807043661747,1.4485025057632637,-0.781565924958235,1.943042385431652,-0.4306344266192281,-0.584972384843849,1.1110865287349512,-0.4298263988377516,-0.7922875620524901,-0.1049333646225594,-0.6179670749977272,0.1510607516889425,-0.2277168613979643,0.0996930010968686,-0.5932911928711495,-0.6917030507693714,0.2275638242577346,-1.1680449725842803,-0.8586551736319827,-0.0096141819612272,-1.0882777407653443,-0.1020004795046669,-0.6452521514520668,-0.5958617651511001,-1.2823568503979654,-0.4994842701051498,-0.5043270896271058,0.0499671728170819,-0.8454038857076834,-0.3442942734464122,-0.5377881674948117,-0.0589694575184465,-0.0222552173736116,0.420023983948074,0.0750742942671463
1-3-2096,bars,0.3147484519211407,-0.010892216929408,-0.0451064767468425,-1.0217165930119363,-0.7780548523566134,-0.7095753991356447,-0.8047574690632269,1.5185702639262952,-0.372383771202831,1.1925025576995232,-0.4633273993774061,1.0424859037436105,-0.5061807043661747,1.4485025057632637,-0.781565924958235,1.943042385431652,-0.4306344266192281,-0.584972384843849,1.1110865287349512,-0.4298263988377516,-0.7922875620524901,-0.1049333646225594,-0.6591142193678644,0.0435212969493398,-0.3177298423671659,-1.1805738875200087,0.0246229302691849,0.1975473174501454,-0.5750190017533713,0.817069920726023,0.1663186317934569,-0.0096141819612272,0.7464084855290936,1.4608892949536951,0.1568459075837331,-0.5958617651511001,0.0664381705881789,-0.4994842701051498,1.7445486742730127,-0.3759133718685952,-0.8454038857076834,2.8459554162863983,-0.5377881674948117,-0.0589694575184465,-0.0222552173736116,-0.6756920932477839,0.3615323513568996
1-A-123,bars,1.1999042175796633,0.1459148970818217,-0.0451064767468425,-0.2115095066926045,-0.5651201820192121,0.7109818915026133,-0.8047574690632269,1.5185702639262952,2.685401667129359,1.1925025576995232,2.158301022870102,1.0424859037436105,-0.5061807043661747,1.4485025057632637,-0.781565924958235,1.943042385431652,-0.4306344266192281,-0.584972384843849,1.1110865287349512,-0.4298263988377516,-0.7922875620524901,-0.1049333646225594,-0.6179670749977272,0.1510607516889425,-0.2277168613979643,0.0996930010968686,-0.5932911928711495,-0.6917030507693714,0.2275638242577346,-1.1680449725842803,-0.8586551736319827,-0.0096141819612272,-1.0882777407653443,-0.1020004795046669,-0.6452521514520668,-0.5958617651511001,-1.2823568503979654,-0.4994842701051498,-0.5043270896271058,0.0499671728170819,-0.8454038857076834,-0.3442942734464122,-0.5377881674948117,-0.0589694575184465,-0.0222552173736116,0.420023983948074,0.0750742942671463
1-N-403,bars,1.309861455549666,0.4595291251042814,-0.0451064767468425,0.0585595220805061,2.415965202704406,-0.7095753991356447,-0.8047574690632269,1.5185702639262952,-0.372383771202831,1.1925025576995232,-0.4633273993774061,1.0424859037436105,-0.5061807043661747,1.4485025057632637,-0.781565924958235,1.943042385431652,-0.4306344266192281,-0.584972384843849,1.1110865287349512,-0.4298263988377516,-0.7922875620524901,-0.1049333646225594,2.6057973887792696,3.291019065302026,3.724163392739532,1.7585205301623166,-0.6923296934441648,3.012344398029962,3.04567098415083,0.817069920726023,0.2802046101740613,-0.0096141819612272,-1.0882777407653443,-0.6229637376574543,-0.6452521514520668,0.3152970278884322,-0.6079593399048933,-0.4994842701051498,-0.5043270896271058,-0.3759133718685952,-0.8454038857076834,-0.3442942734464122,-0.5377881674948117,-0.0589694575184465,-0.0222552173736116,1.6283647726787778,3.1065694851764416
1-3-1721,bars,-0.3120078045078746,0.0115087993579104,-0.0451064767468425,0.0585595220805061,-0.9909895226940147,-0.7095753991356447,-0.8047574690632269,1.5185702639262952,-0.372383771202831,1.1925025576995232,2.158301022870102,1.0424859037436105,-0.5061807043661747,-0.690368153331614,-0.781565924958235,1.943042385431652,-0.4306344266192281,-0.584972384843849,1.1110865287349512,-0.4298263988377516,-0.7922875620524901,-0.1049333646225594,-1.1003030451143352,0.175765761561554,-0.2804830916212893,-0.5572386966704607,-0.444195189291121,-0.2418469821406746,-0.1180286515004368,0.5334820788245511,1.4190643939801053,-0.0096141819612272,1.113345730787981,-0.6229637376574543,-0.6452521514520668,-0.5958617651511001,1.4152331915743237,1.0292403141560662,-0.5043270896271058,0.4758477175027589,-0.0287057273482762,-0.3442942734464122,0.7425089430997902,-0.0589694575184465,-0.0222552173736116,-0.0908534302167753,0.3207144105514384
1-N-433,bars,2.7942841681447037,2.3636155095263582,0.9561581719193364,3.839525924904055,2.8418345433792087,2.131539182140872,-0.8047574690632269,-0.6585141456770521,-0.372383771202831,1.1925025576995232,2.158301022870102,1.0424859037436105,-0.5061807043661747,1.4485025057632637,-0.781565924958235,1.943042385431652,-0.4306344266192281,-0.584972384843849,1.1110865287349512,-0.4298263988377516,-0.7922875620524901,-0.1049333646225594,-0.6591142193678644,0.0435212969493398,-0.3177298423671659,-1.1805738875200087,0.0246229302691849,0.1975473174501454,-0.5750190017533713,0.817069920726023,0.1663186317934569,-0.0096141819612272,0.7464084855290936,1.4608892949536951,0.1568459075837331,-0.5958617651511001,0.0664381705881789,-0.4994842701051498,1.7445486742730127,-0.3759133718685952,-0.8454038857076834,2.8459554162863983,-0.5377881674948117,-0.0589694575184465,-0.0222552173736116,-0.6756920932477839,0.3615323513568996
