source,id,price,area,rooms,floor,storeys,bathroom_count,new_building,F_Furniture,F_Security,F_Air Conditioner,F_Balcony,F_Heating System,F_Internet,F_Elevator,building_type_Monolit,building_type_Panel,building_type_Stone,condition_Good Condition,condition_Needs Renovation/Repair,condition_New/Excellent Condition,coordinates,SL_opera,SL_zvartnoc,SL_central_cemetery,SL_baghramyan_subway,SL_shengavit_subway,L_pharmacy,L_atm,L_parking,L_clinic,L_place_of_worship,L_university,L_kindergarten,L_hospital
bars,1-N-400,370000.0,98.0,6.0,7.0,12.0,2.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,"(40.18161375666288, 44.51642634119875)",500,10375,3922,2592,4837,5,31,10,0,2,0,1,0
bars,1-T-8,1250000.0,197.0,5.0,5.0,12.0,2.0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,"(40.19066524195801, 44.52381655212627)",904,11312,4614,2653,6023,2,8,5,0,0,18,1,5
bars,1-3-2035,375000.00000000006,133.0,4.0,2.0,3.0,2.0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"(40.18607885, 44.5215976)",552,10953,4189,2668,5493,7,25,3,0,2,4,1,4
bars,2-3-168,145000.0,90.0,3.0,3.0,5.0,1.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"(40.1767382062846, 44.51344849450384)",1039,9975,3605,2826,4245,3,19,13,0,0,1,0,0
bars,v,200000.0,86.0,3.0,14.0,14.0,1.0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,"(40.17429211194108, 44.50409202665325)",1602,9136,3946,2697,3615,3,6,3,0,0,0,1,0
bars,1-N-379,185000.0,135.0,4.0,4.0,12.0,2.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,"(40.17890785, 44.5247969)",1141,10968,3347,3331,5023,1,6,7,1,0,7,1,0
bars,1-N-394,145000.00000000006,79.0,3.0,5.0,5.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,"(40.18203709652422, 44.5180200101794)",506,10519,3900,2664,4950,10,31,13,0,2,0,1,1
bars,1-N-367,390000.0,178.0,4.0,12.0,14.0,3.0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,"(40.17429211194108, 44.50409202665325)",1602,9136,3946,2697,3615,3,6,3,0,0,0,1,0
bars,2-2-275,75000.0,46.0,2.0,2.0,9.0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,"(40.1767382062846, 44.51344849450384)",1039,9975,3605,2826,4245,3,19,13,0,0,1,0,0
bars,6-Ts3-78,290000.0,115.0,3.0,5.0,13.0,2.0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,"(40.1815899567878, 44.48269187331872)",2795,7706,5876,1978,4086,0,0,0,0,0,0,0,0
bars,1-3-2074,185000.0,85.0,3.0,8.0,9.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,"(40.183313571671, 44.51181945133735)",407,10067,4285,2178,4806,11,23,6,5,0,1,4,5
bars,1-3-2073,183000.0,81.0,3.0,8.0,10.0,1.0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,"(40.18489525304254, 44.525275644939626)",873,11204,3964,3006,5566,2,11,6,1,0,12,0,2
bars,1-3-2072,280000.0,102.0,4.0,4.0,4.0,1.0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,"(40.17699785, 44.5273774)",1446,11125,3073,3634,5017,1,2,4,0,0,3,1,0
bars,1-3-1903,145000.0,92.5,3.0,6.0,6.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"(40.15477242139723, 44.45609932611657)",6097,4733,7051,5705,2755,0,0,0,0,0,0,0,0
bars,1-1-436,140000.0,40.0,1.0,11.0,11.0,1.0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,"(40.183781674798254, 44.505052000470215)",887,9548,4660,1776,4619,3,6,6,2,1,1,2,0
bars,1-A-106,245000.0,75.0,2.0,2.0,5.0,1.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,"(40.19590302536037, 44.51228432718437)",1126,10663,5501,1578,6098,0,1,4,0,0,1,0,0
bars,1-B-111,600000.0,133.0,4.0,11.0,14.0,2.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"(40.17606564344017, 44.51863665459219)",1145,10380,3295,3162,4445,5,9,7,1,0,1,0,0
bars,2-3-167,330000.0,130.0,4.0,5.0,10.0,2.0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,"(40.166993360178346, 44.51811462379455)",2129,10127,2522,3947,3680,6,0,2,0,1,0,2,0
bars,2-3-90,152000.0,96.0,3.0,8.0,9.0,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,"(40.17136765837956, 44.51903894845968)",1661,10293,2842,3588,4075,9,7,3,0,1,2,0,0
bars,2-2-252,110000.0,49.0,2.0,1.0,5.0,1.0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,"(40.17136765837956, 44.51903894845968)",1661,10293,2842,3588,4075,9,7,3,0,1,2,0,0
bars,4-3-1331,125000.0,96.0,3.0,7.0,9.0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,"(40.204181641463855, 44.49091100920923)",2881,9606,7201,809,6604,2,0,0,1,0,0,1,1
bars,1-A-104,357999.99999999994,121.0,3.0,3.0,6.0,2.0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,"(40.19590302536037, 44.51228432718437)",1126,10663,5501,1578,6098,0,1,4,0,0,1,0,0
bars,2-2-277,182000.0,84.0,2.0,18.0,21.0,2.0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,"(40.1815899567878, 44.48269187331872)",2795,7706,5876,1978,4086,0,0,0,0,0,0,0,0
bars,1-1-352,80000.0,32.0,1.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(40.18877081913275, 44.52311939810804)",748,11180,4429,2664,5814,7,20,6,1,0,16,1,2
bars,1-3-2069,765000.0,170.0,5.0,5.0,6.0,3.0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,"(40.17743184144194, 44.517821617617976)",980,10353,3460,3003,4522,9,12,8,1,0,0,1,0
bars,4-3-1337,200000.0,120.0,4.0,3.0,5.0,1.0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,"(40.20958515, 44.49857435)",2974,10487,7379,1431,7271,0,0,1,0,1,0,0,4
bars,1-S-53,850000.0,196.0,2.0,10.0,13.0,3.0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,"(40.14165398792, 44.434781436092)",8419,3145,8908,7958,4356,0,0,0,0,0,0,0,0
bars,1-A-102,350000.0,100.0,3.0,4.0,5.0,2.0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,"(40.19590302536037, 44.51228432718437)",1126,10663,5501,1578,6098,0,1,4,0,0,1,0,0
bars,4-2-170,150000.0,70.0,2.0,10.0,15.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,"(40.21066440089994, 44.51413593557797)",2743,11632,6981,2284,7695,0,0,0,1,0,1,0,0
bars,1-2-972,250000.0,44.6,2.0,7.0,18.0,1.0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,"(40.182206184659805, 44.51166722152143)",512,10014,4189,2259,4691,10,16,5,4,0,1,5,4
bars,4-3-1327,180000.0,95.0,3.0,7.0,13.0,2.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,"(40.21198605, 44.5046635)",3022,11061,7399,1882,7627,1,1,1,0,1,1,0,0
bars,4-3-1334,185000.0,100.0,3.0,2.0,14.0,2.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,"(40.21198605, 44.5046635)",3022,11061,7399,1882,7627,1,1,1,0,1,1,0,0
bars,1-A-103,190000.0,93.0,3.0,5.0,6.0,2.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,"(40.19590302536037, 44.51228432718437)",1126,10663,5501,1578,6098,0,1,4,0,0,1,0,0
bars,1-3-2068,639000.0,213.0,6.0,4.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(40.187096641397815, 44.51808492499669)",282,10714,4406,2352,5431,6,21,2,0,1,2,1,2
bars,6-Z3-194,324000.0,240.0,4.0,9.0,9.0,3.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,"(40.19862324605405, 44.54340269291652)",2784,13188,5331,4217,7718,0,0,0,0,0,0,1,0
bars,2-3-165,165000.0,106.0,3.0,2.0,15.0,2.0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,"(40.17429211194108, 44.50409202665325)",1602,9136,3946,2697,3615,3,6,3,0,0,0,1,0
bars,3-Mal-47,205000.0,101.0,3.0,13.0,17.0,2.0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,"(40.18955105, 44.5902935)",6400,16649,6134,8242,10168,3,0,1,0,0,0,0,0
bars,6-M2-212,90000.0,80.0,3.0,1.0,9.0,1.0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,"(40.2061998983339, 44.57111460185527)",5261,15685,6740,6643,9945,2,0,1,0,0,0,1,0
bars,4-3-1329,160000.0,90.0,3.0,4.0,14.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"(40.20385877909912, 44.4979285663246)",2463,10068,6850,815,6633,10,8,1,1,0,0,0,0
bars,4-3-1330,155000.0,80.0,3.0,5.0,14.0,2.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,"(40.20346679579425, 44.48257217096905)",3376,8999,7562,1177,6516,1,1,0,0,0,0,0,0
bars,1-A-83,360000.0,116.6,3.0,1.0,7.0,2.0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,"(40.19493042144863, 44.50523170804844)",1298,10082,5680,1005,5800,0,1,3,0,0,1,0,0
bars,4-3-1328,168000.0,100.0,3.0,8.0,14.0,2.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"(40.21198605, 44.5046635)",3022,11061,7399,1882,7627,1,1,1,0,1,1,0,0
bars,4-3-1276,378000.0,158.0,4.0,12.0,15.0,3.0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,"(40.19562050194883, 44.499155086504345)",1725,9667,6020,490,5750,7,3,1,2,0,0,2,0
bars,1-3-2066,745000.0,149.0,4.0,3.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(40.21711810886293, 44.5776738850503)",6342,16687,8076,7459,11194,7,5,2,0,0,0,3,1
bars,1-3-2065,370000.0,200.0,4.0,3.0,3.0,3.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"(40.18203709652422, 44.5180200101794)",506,10519,3900,2664,4950,10,31,13,0,2,0,1,1
bars,1-N-320,350000.0,75.0,3.0,6.0,10.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(40.18489525304254, 44.525275644939626)",873,11204,3964,3006,5566,2,11,6,1,0,12,0,2
bars,1-B-96,280000.00000000006,73.0,3.0,3.0,10.0,2.0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,"(40.17606564344017, 44.51863665459219)",1145,10380,3295,3162,4445,5,9,7,1,0,1,0,0
bars,1-N-185,320000.00000000006,210.0,4.0,5.0,7.0,3.0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,"(40.17885352616499, 44.50948029563954)",926,9719,3997,2441,4274,5,23,10,2,1,1,3,0
bars,1-N-98,1100000.0,417.0,7.0,5.0,6.0,2.0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,"(40.17885352616499, 44.50948029563954)",926,9719,3997,2441,4274,5,23,10,2,1,1,3,0
bars,1-N-304,400000.0,178.0,3.0,13.0,21.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(40.177015330930764, 44.519048808509375)",1054,10441,3367,3108,4549,7,10,10,1,0,0,0,0
bars,1-3-2036,290000.00000000006,140.0,4.0,3.0,8.0,2.0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,"(40.21673211791397, 44.583870697678144)",6767,17145,8266,7951,11537,7,11,2,0,0,0,0,0
bars,1-3-2064,350000.0,110.0,4.0,1.0,3.0,2.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,"(40.19219245, 44.5044544)",1135,9883,5454,1066,5489,3,6,1,0,0,1,0,0
bars,1-3-2027,250000.0,103.0,3.0,9.0,12.0,1.0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,"(40.1861605885798, 44.514048989347714)",90,10356,4463,2117,5174,9,32,4,2,0,2,1,1
bars,6-D3-194,116000.0,97.0,3.0,2.0,10.0,1.0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,"(40.21777640245817, 44.47752986786994)",4760,9789,9090,2668,8132,0,0,0,0,0,0,0,0
bars,4-3-1169,510000.0,238.0,5.0,4.0,4.0,2.0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,"(40.222082400000005, 44.5388218)",4489,14080,7926,4718,9688,0,1,1,0,0,0,0,0
bars,1-N-328,420000.0,85.0,3.0,3.0,6.0,2.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,"(40.21673211791397, 44.583870697678144)",6767,17145,8266,7951,11537,7,11,2,0,0,0,0,0
bars,1-B-107,375000.0,122.0,3.0,8.0,16.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"(40.199176396159615, 44.55827345658594)",3949,14382,5625,5481,8617,3,1,1,0,0,0,2,0
bars,1-3-1918,534000.0,178.0,4.0,4.0,5.0,2.0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,"(40.1861605885798, 44.514048989347714)",90,10356,4463,2117,5174,9,32,4,2,0,2,1,1
bars,1-2-187,146000.0,71.0,2.0,9.0,14.0,1.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,"(40.180107053322125, 44.499472776670245)",1479,8960,4673,1965,4080,1,6,7,1,0,0,0,2
bars,1-3-2061,230000.0,110.0,4.0,2.0,4.0,2.0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,"(40.177015330930764, 44.519048808509375)",1054,10441,3367,3108,4549,7,10,10,1,0,0,0,0
bars,1-3-1988,108000.0,88.0,3.0,6.0,16.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"(40.17699785, 44.5273774)",1446,11125,3073,3634,5017,1,2,4,0,0,3,1,0
bars,4-3-1926,420000.0,143.0,5.0,3.0,5.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"(40.160291821818525, 44.52141545745753)",2908,10314,1822,4731,3472,0,0,0,0,0,0,0,1
bars,1-3-1238,450000.0,169.0,4.0,4.0,4.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,"(40.19066524195801, 44.52381655212627)",904,11312,4614,2653,6023,2,8,5,0,0,18,1,5
bars,1-2-683,300000.0,64.19,2.0,3.0,14.0,1.0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,"(40.199176396159615, 44.55827345658594)",3949,14382,5625,5481,8617,3,1,1,0,0,0,2,0
bars,6-Z4-252,156000.0,119.0,4.0,9.0,11.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"(40.205140244623664, 44.52706263472466)",2358,12253,6125,2960,7556,2,3,5,0,2,2,3,0
bars,1-3-1913,1200000.0,374.35,5.0,3.0,12.0,2.0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,"(40.21673211791397, 44.583870697678144)",6767,17145,8266,7951,11537,7,11,2,0,0,0,0,0
bars,1-3-211,769999.9999999999,337.0,5.0,5.0,5.0,3.0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,"(40.18645225816211, 44.512115310889925)",257,10215,4571,1965,5129,5,22,3,5,2,1,2,2
bars,1-3-402,250000.0,98.0,3.0,4.0,5.0,1.0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,"(40.17699785, 44.5273774)",1446,11125,3073,3634,5017,1,2,4,0,0,3,1,0
bars,1-3-891,285000.0,141.0,5.0,4.0,4.0,2.0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,"(40.17470384323828, 44.5177327100727)",1275,10268,3209,3227,4279,4,9,4,1,1,1,0,0
bars,1-3-1099,350000.0,159.0,4.0,4.0,4.0,2.0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,"(40.183313571671, 44.51181945133735)",407,10067,4285,2178,4806,11,23,6,5,0,1,4,5
bars,1-1-401,245000.0,48.0,1.0,2.0,6.0,1.0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,"(40.18607885, 44.5215976)",552,10953,4189,2668,5493,7,25,3,0,2,4,1,4
bars,1-3-1208,240000.0,95.0,3.0,9.0,12.0,2.0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,"(40.1861605885798, 44.514048989347714)",90,10356,4463,2117,5174,9,32,4,2,0,2,1,1
bars,1-3-1987,330000.0,200.0,3.0,3.0,4.0,2.0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,"(40.1747638304342, 44.51982215070216)",1312,10442,3119,3337,4398,4,11,7,1,1,2,0,0
bars,1-2-908,168000.0,80.0,2.0,4.0,9.0,1.0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,"(40.180107053322125, 44.499472776670245)",1479,8960,4673,1965,4080,1,6,7,1,0,0,0,2
bars,2-3-136,230000.0,156.0,8.0,1.0,3.0,2.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,"(40.199176396159615, 44.55827345658594)",3949,14382,5625,5481,8617,3,1,1,0,0,0,2,0
bars,1-3-1926,225000.00000000003,149.0,6.0,3.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"(40.17699785, 44.5273774)",1446,11125,3073,3634,5017,1,2,4,0,0,3,1,0
bars,2-3-163,183000.0,78.0,3.0,6.0,10.0,1.0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,"(40.16673885182096, 44.5139565495713)",2143,9774,2763,3800,3404,8,5,4,0,1,0,1,0
bars,1-3-2029,230000.0,88.0,3.0,2.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(40.18203709652422, 44.5180200101794)",506,10519,3900,2664,4950,10,31,13,0,2,0,1,1
bars,1-3-2030,210000.0,118.0,3.0,4.0,4.0,1.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"(40.17743184144194, 44.517821617617976)",980,10353,3460,3003,4522,9,12,8,1,0,0,1,0
bars,6-M3-329,73000.0,64.1,3.0,5.0,5.0,1.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"(40.2061998983339, 44.57111460185527)",5261,15685,6740,6643,9945,2,0,1,0,0,0,1,0
bars,2-3-142,125000.0,93.0,3.0,14.0,14.0,1.0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,"(40.17154658378799, 44.52312842890911)",1746,10638,2667,3791,4336,4,5,3,0,0,1,0,0
bars,4-3-1258,205000.0000000001,102.0,3.0,8.0,18.0,2.0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,"(40.199176396159615, 44.55827345658594)",3949,14382,5625,5481,8617,3,1,1,0,0,0,2,0
bars,2-3-103,270000.0,175.0,4.0,4.0,5.0,2.0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"(40.17136765837956, 44.51903894845968)",1661,10293,2842,3588,4075,9,7,3,0,1,2,0,0
bars,1-1-29,100000.0,48.0,1.0,4.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"(40.19194689069822, 44.50603348930943)",1014,9991,5360,1195,5503,3,8,1,0,0,1,0,0
bars,2-3-154,276000.0,110.0,3.0,13.0,21.0,2.0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,"(40.1815899567878, 44.48269187331872)",2795,7706,5876,1978,4086,0,0,0,0,0,0,0,0
bars,1-N-297,650000.0,194.0,4.0,5.0,22.0,3.0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,"(40.21673211791397, 44.583870697678144)",6767,17145,8266,7951,11537,7,11,2,0,0,0,0,0
bars,1-N-393,490000.0,230.0,6.0,5.0,5.0,3.0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,"(40.17743184144194, 44.517821617617976)",980,10353,3460,3003,4522,9,12,8,1,0,0,1,0
bars,6-D4-87,270000.0,207.0,4.0,15.0,15.0,3.0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,"(40.21611126911036, 44.4701813882256)",5075,9240,9317,2901,8027,1,0,0,0,0,0,0,0
bars,1-N-55,550000.0,318.0,5.0,6.0,7.0,4.0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,"(40.17699785, 44.5273774)",1446,11125,3073,3634,5017,1,2,4,0,0,3,1,0
bars,2-3-162,340000.0,130.0,3.0,3.0,10.0,2.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,"(40.166993360178346, 44.51811462379455)",2129,10127,2522,3947,3680,6,0,2,0,1,0,2,0
bars,4-3-161,300000.0,117.0,4.0,9.0,17.0,1.0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,"(40.19180365, 44.5308931)",1489,11917,4609,3209,6467,1,2,6,1,0,2,0,7
bars,1-3-1251,470000.0,350.0,9.0,3.0,3.0,3.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"(40.183313571671, 44.51181945133735)",407,10067,4285,2178,4806,11,23,6,5,0,1,4,5
bars,6-Z3-255,70000.0,115.0,4.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"(40.208643, 44.546223)",3651,13874,6461,4630,8747,4,0,1,0,0,0,1,0
bars,4-3-1206,185000.0,85.0,3.0,2.0,8.0,1.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,"(40.199176396159615, 44.55827345658594)",3949,14382,5625,5481,8617,3,1,1,0,0,0,2,0
bars,6-Ach-93,78000.0,68.0,2.0,5.0,9.0,1.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,"(40.19329216792591, 44.47182097647652)",3763,7582,7403,1916,5509,9,6,7,0,1,0,1,0
bars,1-N-391,350000.00000000006,92.0,2.0,4.0,7.0,1.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,"(40.18203709652422, 44.5180200101794)",506,10519,3900,2664,4950,10,31,13,0,2,0,1,1
bars,6-Z4-254,120000.0,89.0,4.0,5.0,9.0,1.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,"(40.205140244623664, 44.52706263472466)",2358,12253,6125,2960,7556,2,3,5,0,2,2,3,0
bars,2-1-47,143000.0,45.0,1.0,3.0,3.0,1.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,"(40.17429211194108, 44.50409202665325)",1602,9136,3946,2697,3615,3,6,3,0,0,0,1,0
bars,1-A-12,600000.0,373.4,6.0,5.0,5.0,4.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,"(40.19590302536037, 44.51228432718437)",1126,10663,5501,1578,6098,0,1,4,0,0,1,0,0
bars,1-N-368,260000.0,131.0,4.0,9.0,13.0,2.0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,"(40.180107053322125, 44.499472776670245)",1479,8960,4673,1965,4080,1,6,7,1,0,0,0,2
bars,1-1-434,180000.0,40.0,1.0,5.0,7.0,1.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,"(40.19066524195801, 44.52381655212627)",904,11312,4614,2653,6023,2,8,5,0,0,18,1,5
bars,4-3-1311,215000.0,130.0,3.0,4.0,5.0,1.0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"(40.1995721688172, 44.52026531166853)",1571,11452,5649,2264,6744,3,4,8,0,0,0,3,0
bars,6-M3-45,140000.0,120.0,3.0,1.0,5.0,1.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,"(40.1866419463365, 44.500408826686)",1249,9308,5155,1306,4801,0,0,6,0,1,0,0,1
bars,1-3-292,349999.99999999994,165.0,4.0,5.0,5.0,2.0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,"(40.183781674798254, 44.505052000470215)",887,9548,4660,1776,4619,3,6,6,2,1,1,2,0
bars,1-2-951,325000.0,61.0,2.0,8.0,9.0,1.0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,"(40.19364593777515, 44.56738029701317)",4522,14905,5343,6264,8794,1,3,5,0,0,0,2,0
bars,2-3-159,120000.0,90.0,3.0,3.0,10.0,1.0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,"(40.16673885182096, 44.5139565495713)",2143,9774,2763,3800,3404,8,5,4,0,1,0,1,0
bars,1-N-389,265000.0,131.0,4.0,9.0,13.0,2.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,"(40.180107053322125, 44.499472776670245)",1479,8960,4673,1965,4080,1,6,7,1,0,0,0,2
bars,1-3-2025,849999.9999999999,203.0,4.0,2.0,16.0,2.0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,"(40.199176396159615, 44.55827345658594)",3949,14382,5625,5481,8617,3,1,1,0,0,0,2,0
bars,1-A-73,275000.0,125.0,4.0,4.0,6.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"(40.19590302536037, 44.51228432718437)",1126,10663,5501,1578,6098,0,1,4,0,0,1,0,0
bars,1-N-385,1100000.0,268.4,4.0,4.0,9.0,3.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,"(40.18475498588536, 44.5074118246583)",666,9774,4627,1807,4793,5,9,9,5,2,2,2,4
bars,4-3-1303,210000.0,145.0,4.0,8.0,8.0,2.0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,"(40.199176396159615, 44.55827345658594)",3949,14382,5625,5481,8617,3,1,1,0,0,0,2,0
bars,2-3-153,200000.0,150.0,3.0,3.0,4.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,"(40.1767382062846, 44.51344849450384)",1039,9975,3605,2826,4245,3,19,13,0,0,1,0,0
bars,1-A-97,340000.0,100.0,4.0,4.0,6.0,2.0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,"(40.19590302536037, 44.51228432718437)",1126,10663,5501,1578,6098,0,1,4,0,0,1,0,0
bars,4-3-1242,120000.0,123.0,4.0,10.0,9.0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,"(40.19794363418706, 44.49978402004816)",1858,9844,6206,515,6014,8,6,0,1,0,0,0,0
bars,6-D4-97,245000.0,168.0,4.0,2.0,16.0,3.0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,"(40.166016462777485, 44.4567380668362)",5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0
bars,6-D3-190,129000.0,100.0,3.0,2.0,11.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(40.166016462777485, 44.4567380668362)",5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0
bars,6-D3-65,129000.0,68.0,2.0,2.0,12.0,1.0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,"(40.166016462777485, 44.4567380668362)",5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0
bars,6-D2-67,116999.99999999996,70.0,2.0,11.0,16.0,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"(40.166016462777485, 44.4567380668362)",5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0
bars,6-D2-66,116999.99999999996,70.0,2.0,7.0,11.0,1.0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,"(40.166016462777485, 44.4567380668362)",5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0
bars,1-1-310,100000.0,39.3,1.0,5.0,5.0,1.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,"(40.18161375666288, 44.51642634119875)",500,10375,3922,2592,4837,5,31,10,0,2,0,1,0
bars,4-3-1297,180000.00000000003,99.0,3.0,4.0,16.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,"(40.19194689069822, 44.50603348930943)",1014,9991,5360,1195,5503,3,8,1,0,0,1,0,0
