price,area,rooms,floor,storeys,bathroom_count,new_building,F_Furniture,F_Security,F_Air Conditioner,F_Balcony,F_Heating System,F_Internet,F_Elevator,building_type_Monolit,building_type_Panel,building_type_Stone,condition_Good Condition,condition_Needs Renovation/Repair,condition_New/Excellent Condition,SL_opera,SL_zvartnoc,SL_central_cemetery,SL_baghramyan_subway,SL_shengavit_subway,L_pharmacy,L_atm,L_parking,L_clinic,L_place_of_worship,L_university,L_kindergarten,L_hospital
180000.0,35.2,2.0,4.0,4.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,980,10353,3460,3003,4522,1,12,8,1,0,0,1,0
87000.0,60.0,2.0,1.0,5.0,1.0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,4943,8372,9001,2751,7339,1,8,14,0,0,0,1,0
76500.0,48.0,2.0,4.0,5.0,1.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,4228,7789,8057,2162,6227,0,0,0,0,0,0,0,0
150000.0,93.0,3.0,5.0,5.0,1.0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,2743,11632,6981,2284,7695,0,0,0,1,0,1,0,0
420000.0,80.0,2.0,4.0,10.0,2.0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,423,10255,4053,2438,4815,1,25,9,1,0,1,1,1
95000.0,74.0,3.0,2.0,5.0,1.0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2468,9217,6670,273,5942,1,19,1,0,0,1,1,1
167000.0,80.0,3.0,5.0,5.0,2.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2743,11632,6981,2284,7695,0,0,0,1,0,1,0,0
218000.0,94.0,3.0,7.0,7.0,1.0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1346,9682,3548,2923,3897,1,14,14,0,0,1,0,0
105000.0,80.0,3.0,1.0,5.0,1.0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,4228,7789,8057,2162,6227,0,0,0,0,0,0,0,0
280000.0,105.0,3.0,6.0,8.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1247,9700,3635,2825,3981,1,14,13,0,0,1,0,0
125000.0,85.0,4.0,1.0,6.0,2.0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,2396,12140,6283,2813,7578,1,5,8,0,1,0,1,0
157999.99999999997,81.0,3.0,4.0,15.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0
180000.0,110.0,3.0,14.0,18.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0
93000.0,39.0,2.0,5.0,5.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2098,9864,6455,497,6211,1,10,0,1,0,0,1,1
123500.0,58.0,2.0,5.0,5.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2098,9864,6455,497,6211,1,10,0,1,0,0,1,1
155000.0,68.0,2.0,1.0,2.0,1.0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,2974,10487,7379,1431,7271,0,0,1,0,1,0,0,1
152000.0,68.0,3.0,5.0,5.0,1.0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,4441,11339,8833,2904,8759,1,1,2,0,0,0,1,0
105000.0,80.0,3.0,1.0,5.0,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4228,7789,8057,2162,6227,0,0,0,0,0,0,0,0
220000.0,90.0,3.0,5.0,10.0,1.0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1614,9886,5964,676,5864,1,2,1,1,0,0,0,0
225000.0,110.0,3.0,4.0,4.0,1.0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,4966,6703,5061,5322,844,1,6,1,1,0,0,1,0
205000.0,64.0,3.0,8.0,17.0,1.0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2396,12140,6283,2813,7578,1,5,8,0,1,0,1,0
179999.99999999997,76.0,3.0,8.0,16.0,1.0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0
140000.0,90.0,3.0,5.0,5.0,1.0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1039,9975,3605,2826,4245,1,19,13,0,0,1,0,0
400000.00000000006,145.0,4.0,2.0,3.0,1.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,500,10375,3922,2592,4837,1,31,10,0,1,0,1,0
270000.0,104.0,4.0,5.0,5.0,1.0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1054,10441,3367,3108,4549,1,10,10,1,0,0,0,0
88000.0,47.0,2.0,4.0,5.0,1.0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1571,11452,5649,2264,6744,1,4,8,0,0,0,1,0
89999.99999999999,44.0,2.0,9.0,9.0,1.0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,5595,10176,2426,7147,2936,0,0,0,0,1,0,0,0
159000.00000000003,70.0,2.0,2.0,5.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1298,10082,5680,1005,5800,0,1,3,0,0,1,0,0
269000.0,80.0,3.0,9.0,14.0,2.0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,5347,6813,5015,5816,491,0,0,1,0,0,0,1,0
400000.0,87.0,3.0,5.0,10.0,2.0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,423,10255,4053,2438,4815,1,25,9,1,0,1,1,1
65000.0,48.0,1.0,13.0,14.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,5976,16213,8135,6911,10972,1,0,1,0,0,0,1,1
229000.0,81.0,3.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,887,9548,4660,1776,4619,1,6,6,1,1,1,1,0
184000.0,40.0,2.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,90,10356,4463,2117,5174,1,32,4,1,0,1,1,1
175000.0,53.0,1.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,500,10375,3922,2592,4837,1,31,10,0,1,0,1,0
162000.0,65.0,2.0,12.0,14.0,1.0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1602,9136,3946,2697,3615,1,6,3,0,0,0,1,0
165000.0,81.0,2.0,6.0,18.0,1.0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1615,10029,3021,3422,3900,1,19,11,0,1,1,0,0
131999.99999999997,84.0,1.0,11.0,11.0,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1571,11452,5649,2264,6744,1,4,8,0,0,0,1,0
92000.0,56.0,2.0,10.0,14.0,1.0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,6762,3672,8525,5778,4470,1,6,1,0,0,0,0,0
138000.0,56.0,2.0,10.0,14.0,1.0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,5232,7174,4673,5840,127,1,6,3,0,0,0,1,0
110000.0,84.0,3.0,9.0,16.0,1.0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,4117,10985,778,6009,3785,0,1,1,0,0,0,0,0
365000.0,97.0,3.0,5.0,8.0,1.0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1298,10082,5680,1005,5800,0,1,3,0,0,1,0,0
270000.00000000006,139.0,4.0,6.0,16.0,2.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2468,9217,6670,273,5942,1,19,1,0,0,1,1,1
235000.0,76.0,2.0,3.0,10.0,1.0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,887,9548,4660,1776,4619,1,6,6,1,1,1,1,0
95000.0,62.0,2.0,11.0,12.0,1.0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,4061,7197,7550,2292,5408,1,0,4,0,1,0,1,0
80000.0,40.0,1.0,8.0,14.0,1.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1039,9975,3605,2826,4245,1,19,13,0,0,1,0,0
120000.0,38.0,1.0,4.0,5.0,1.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1034,10544,3373,3132,4650,1,11,9,1,0,0,1,0
165000.0,106.0,4.0,14.0,14.0,1.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1725,9667,6020,490,5750,1,3,1,1,0,0,1,0
130000.0,80.0,3.0,13.0,14.0,1.0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,2396,12140,6283,2813,7578,1,5,8,0,1,0,1,0
110000.0,76.0,4.0,2.0,6.0,1.0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,4994,5515,7398,3895,4130,1,9,4,0,0,0,0,0
265000.0,105.0,3.0,4.0,5.0,2.0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,2396,12140,6283,2813,7578,1,5,8,0,1,0,1,0
53351.0,32.0,1.0,4.0,4.0,1.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3740,8136,7653,1656,6075,1,1,5,0,0,1,0,0
140000.00000000003,37.0,1.0,2.0,6.0,1.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,873,11204,3964,3006,5566,1,11,6,1,0,1,0,1
125000.0,80.0,3.0,8.0,9.0,1.0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,6487,11362,2537,8220,4202,1,2,5,0,0,0,0,0
339000.0,100.0,3.0,2.0,6.0,2.0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,980,10353,3460,3003,4522,1,12,8,1,0,0,1,0
295000.0,86.0,3.0,4.0,6.0,1.0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1298,10082,5680,1005,5800,0,1,3,0,0,1,0,0
89999.99999999999,76.0,3.0,5.0,5.0,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,6703,3944,8931,5440,5143,1,2,1,0,0,0,1,0
100000.0,77.0,3.0,9.0,9.0,1.0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,5541,6038,5738,5691,1307,0,0,0,0,0,0,1,0
158000.00000000003,71.0,3.0,12.0,14.0,1.0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1039,9975,3605,2826,4245,1,19,13,0,0,1,0,0
145000.0,95.0,5.0,1.0,3.0,1.0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,2551,7893,5149,2411,3460,0,0,1,0,0,0,0,0
190000.00000000003,85.0,3.0,8.0,10.0,1.0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,2197,9843,2666,3885,3422,1,4,4,0,1,0,1,1
87000.00000000003,44.0,2.0,1.0,4.0,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1039,9975,3605,2826,4245,1,19,13,0,0,1,0,0
82000.0,40.0,2.0,1.0,4.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3307,9238,2617,4699,2362,1,10,8,0,0,0,0,0
230107.00000000003,100.0,3.0,5.0,5.0,1.0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,873,11204,3964,3006,5566,1,11,6,1,0,1,0,1
150000.0,80.0,3.0,2.0,5.0,1.0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1725,9667,6020,490,5750,1,3,1,1,0,0,1,0
105000.0,80.0,3.0,1.0,5.0,1.0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,4228,7789,8057,2162,6227,0,0,0,0,0,0,0,0
300000.0,97.0,3.0,6.0,15.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1054,10441,3367,3108,4549,1,10,10,1,0,0,0,0
355000.0,106.0,3.0,5.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,407,10067,4285,2178,4806,1,23,6,1,0,1,1,1
169000.0,65.0,3.0,7.0,15.0,1.0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1602,9136,3946,2697,3615,1,6,3,0,0,0,1,0
170000.0,66.0,3.0,10.0,15.0,1.0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1602,9136,3946,2697,3615,1,6,3,0,0,0,1,0
295000.0,86.0,3.0,4.0,6.0,1.0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1298,10082,5680,1005,5800,0,1,3,0,0,1,0,0
140000.0,30.0,2.0,2.0,4.0,1.0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,90,10356,4463,2117,5174,1,32,4,1,0,1,1,1
460000.0,90.0,2.0,10.0,17.0,1.0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1864,11551,5968,2266,7006,1,2,2,0,0,0,1,0
65000.0,50.0,1.0,8.0,9.0,1.0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3542,13437,6913,4089,8738,0,0,0,0,0,0,0,1
464000.0,116.0,3.0,16.0,18.0,2.0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,970,9913,3727,2703,4269,1,16,15,1,0,0,0,0
155000.0,62.0,2.0,3.0,5.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2477,8852,6524,517,5575,1,4,4,0,0,1,0,1
309999.99999999994,81.0,2.0,4.0,9.0,2.0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1864,11551,5968,2266,7006,1,2,2,0,0,0,1,0
255000.00000000003,205.0,6.0,3.0,3.0,1.0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1489,11917,4609,3209,6467,1,2,6,1,0,1,0,1
255000.00000000003,208.0,6.0,3.0,3.0,1.0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1489,11917,4609,3209,6467,1,2,6,1,0,1,0,1
255000.00000000003,208.0,6.0,3.0,3.0,1.0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1489,11917,4609,3209,6467,1,2,6,1,0,1,0,1
245000.0,67.0,3.0,4.0,5.0,1.0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1298,10082,5680,1005,5800,0,1,3,0,0,1,0,0
245000.0,67.0,3.0,4.0,5.0,1.0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1000,10443,5403,1454,5872,0,3,5,0,0,1,0,0
115000.0,77.0,3.0,3.0,5.0,1.0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,5261,15685,6740,6643,9945,1,0,1,0,0,0,1,0
150000.0,74.0,2.0,7.0,7.0,1.0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,6691,8198,10688,4499,8631,0,0,0,0,0,0,0,0
180000.0,75.0,2.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6767,17145,8266,7951,11537,1,11,2,0,0,0,0,0
230000.00000000003,113.0,3.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,907,10620,5284,1668,5923,0,1,2,0,0,1,0,0
205000.0,64.0,3.0,8.0,17.0,1.0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2396,12140,6283,2813,7578,1,5,8,0,1,0,1,0
169000.0,56.0,2.0,9.0,14.0,1.0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,5347,6813,5015,5816,491,0,0,1,0,0,0,1,0
185000.0,60.0,2.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,90,10356,4463,2117,5174,1,32,4,1,0,1,1,1
230000.00000000003,113.0,3.0,5.0,5.0,1.0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,907,10620,5284,1668,5923,0,1,2,0,0,1,0,0
370000.0,103.0,3.0,5.0,13.0,2.0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,2588,10091,6976,902,6740,1,3,0,1,0,0,0,1
229000.0,81.0,4.0,4.0,5.0,1.0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,887,9548,4660,1776,4619,1,6,6,1,1,1,1,0
267000.0,62.0,2.0,5.0,18.0,1.0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1069,9384,4450,2027,4301,1,15,5,1,0,1,1,1
70000.00000000001,49.0,2.0,6.0,14.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,6002,4585,8308,4783,4701,1,8,0,0,0,0,0,0
310000.0,109.0,3.0,6.0,18.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2129,10127,2522,3947,3680,1,0,2,0,1,0,1,0
160000.0,71.0,3.0,7.0,14.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0
242500.0,51.0,2.0,8.0,15.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1054,10441,3367,3108,4549,1,10,10,1,0,0,0,0
305000.0,122.0,3.0,8.0,15.0,2.0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,2358,12253,6125,2960,7556,1,3,5,0,1,1,1,0
390000.0,156.0,3.0,13.0,16.0,1.0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,5232,7174,4673,5840,127,1,6,3,0,0,0,1,0
87000.0,54.0,2.0,14.0,18.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0
169999.99999999997,60.0,2.0,6.0,12.0,1.0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,2795,7706,5876,1978,4086,0,0,0,0,0,0,0,0
76000.0,39.0,1.0,2.0,5.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1823,11822,5696,2624,7022,1,3,5,0,0,0,1,0
210000.0,89.0,3.0,11.0,16.0,2.0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,4319,9525,8621,2190,7638,0,0,0,0,0,0,0,1
188000.0,39.0,1.0,5.0,5.0,1.0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,500,10375,3922,2592,4837,1,31,10,0,1,0,1,0
275000.0,75.0,3.0,1.0,5.0,1.0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,887,9548,4660,1776,4619,1,6,6,1,1,1,1,0
155999.99999999997,81.0,3.0,4.0,9.0,1.0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,4441,11339,8833,2904,8759,1,1,2,0,0,0,1,0
340000.0,85.0,3.0,4.0,4.0,1.0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,506,10519,3900,2664,4950,1,31,13,0,1,0,1,1
227000.0,81.0,3.0,5.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,90,10356,4463,2117,5174,1,32,4,1,0,1,1,1
600000.0,180.0,4.0,5.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,90,10356,4463,2117,5174,1,32,4,1,0,1,1,1
110000.0,36.0,1.0,11.0,14.0,1.0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1602,9136,3946,2697,3615,1,6,3,0,0,0,1,0
310000.0,108.0,4.0,2.0,5.0,1.0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,500,10375,3922,2592,4837,1,31,10,0,1,0,1,0
360000.0,103.0,3.0,9.0,12.0,1.0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1725,9667,6020,490,5750,1,3,1,1,0,0,1,0
76000.0,44.0,2.0,7.0,9.0,1.0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,2154,8949,6183,518,5360,1,0,3,1,0,1,0,1
615000.0,99.0,3.0,4.0,14.0,2.0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1864,11551,5968,2266,7006,1,2,2,0,0,0,1,0
210000.0,89.0,3.0,11.0,16.0,2.0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,4319,9525,8621,2190,7638,0,0,0,0,0,0,0,1
225000.0,83.0,3.0,5.0,10.0,1.0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,407,10067,4285,2178,4806,1,23,6,1,0,1,1,1
430000.0,89.0,3.0,10.0,10.0,2.0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,873,11204,3964,3006,5566,1,11,6,1,0,1,0,1
90000.0,60.0,3.0,1.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4943,8372,9001,2751,7339,1,8,14,0,0,0,1,0
400000.00000000006,77.0,3.0,4.0,10.0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2197,9843,2666,3885,3422,1,4,4,0,1,0,1,1
309999.99999999994,81.0,3.0,4.0,9.0,1.0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1864,11551,5968,2266,7006,1,2,2,0,0,0,1,0
155000.0,80.0,3.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1919,10193,6317,830,6332,1,7,2,1,0,0,0,1
235000.0,77.0,3.0,4.0,5.0,1.0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,970,9913,3727,2703,4269,1,16,15,1,0,0,0,0
310000.0,130.0,4.0,6.0,14.0,2.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2756,11154,7109,1863,7489,1,0,2,1,0,1,1,0
450000.0,124.0,3.0,5.0,18.0,1.0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,3807,10203,8195,1905,7691,1,0,3,1,1,0,1,0
450000.0,124.0,3.0,8.0,15.0,3.0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,3807,10203,8195,1905,7691,1,0,3,1,1,0,1,0
235000.0,76.0,3.0,7.0,14.0,1.0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1725,9667,6020,490,5750,1,3,1,1,0,0,1,0
82000.0,46.0,2.0,4.0,10.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2760,13078,5677,3968,7831,1,2,2,0,0,0,0,1
240000.0,45.0,2.0,6.0,15.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1864,11551,5968,2266,7006,1,2,2,0,0,0,1,0
86500.0,47.0,1.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1571,11452,5649,2264,6744,1,4,8,0,0,0,1,0
236000.0,83.0,3.0,5.0,7.0,2.0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,3070,11217,1335,5122,4333,0,0,1,0,0,0,0,0
165000.00000000003,54.0,2.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2477,8852,6524,517,5575,1,4,4,0,0,1,0,1
235000.0,65.0,2.0,14.0,16.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2588,10091,6976,902,6740,1,3,0,1,0,0,0,1
74000.0,50.0,1.0,5.0,5.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2974,10487,7379,1431,7271,0,0,1,0,1,0,0,1
115000.0,46.0,2.0,15.0,16.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7971,4337,10812,6244,7277,0,0,0,0,0,0,1,0
115000.0,89.0,2.0,16.0,16.0,1.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7971,4337,10812,6244,7277,0,0,0,0,0,0,1,0
295000.0,60.0,3.0,6.0,8.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,980,10353,3460,3003,4522,1,12,8,1,0,0,1,0
276000.0,94.0,3.0,7.0,12.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6767,17145,8266,7951,11537,1,11,2,0,0,0,0,0
189000.0,84.0,4.0,11.0,14.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1661,10293,2842,3588,4075,1,7,3,0,1,1,0,0
215000.0,71.0,3.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1479,8960,4673,1965,4080,1,6,7,1,0,0,0,1
239000.0,40.0,2.0,3.0,20.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,512,10014,4189,2259,4691,1,16,5,1,0,1,1,1
370000.0,126.0,4.0,10.0,14.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2098,9864,6455,497,6211,1,10,0,1,0,0,1,1
410000.0,161.0,5.0,4.0,5.0,2.0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,282,10714,4406,2352,5431,1,21,2,0,1,1,1,1
119000.0,71.0,3.0,5.0,14.0,1.0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1725,9667,6020,490,5750,1,3,1,1,0,0,1,0
459000.0,120.0,3.0,8.0,16.0,2.0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1492,9500,5686,746,5372,1,2,2,1,0,0,0,0
145000.0,51.0,2.0,11.0,16.0,1.0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,5331,8033,3986,6266,812,0,0,1,0,0,0,0,0
210000.0,62.0,2.0,5.0,6.0,1.0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1298,10082,5680,1005,5800,0,1,3,0,0,1,0,0
87000.0,52.0,1.0,9.0,12.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3640,8968,7827,1442,6710,1,5,1,0,0,0,1,1
144000.0,72.0,3.0,9.0,11.0,1.0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,5331,8033,3986,6266,812,0,0,1,0,0,0,0,0
250000.0,100.0,3.0,15.0,17.0,2.0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,6400,16649,6134,8242,10168,1,0,1,0,0,0,0,0
183000.0,76.0,2.0,2.0,14.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1614,9886,5964,676,5864,1,2,1,1,0,0,0,0
110000.0,36.0,1.0,11.0,14.0,1.0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1602,9136,3946,2697,3615,1,6,3,0,0,0,1,0
130000.0,75.0,3.0,5.0,5.0,1.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2588,10091,6976,902,6740,1,3,0,1,0,0,0,1
121052.0,76.0,3.0,4.0,5.0,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,4510,6769,7871,2767,5465,1,7,1,1,0,1,0,0
111756.0,75.0,3.0,7.0,9.0,1.0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,4441,11339,8833,2904,8759,1,1,2,0,0,0,1,0
78000.0,56.0,2.0,3.0,4.0,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,3640,8968,7827,1442,6710,1,5,1,0,0,0,1,1
390000.0,112.0,3.0,2.0,6.0,2.0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1000,10443,5403,1454,5872,0,3,5,0,0,1,0,0
155000.0,64.0,2.0,7.0,10.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1145,10380,3295,3162,4445,1,9,7,1,0,1,0,0
139999.99999999997,55.0,2.0,2.0,14.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1602,9136,3946,2697,3615,1,6,3,0,0,0,1,0
125000.0,94.0,4.0,4.0,10.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3225,12348,7268,3002,8305,1,2,4,0,0,0,0,0
320000.0,187.0,4.0,5.0,5.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1039,9975,3605,2826,4245,1,19,13,0,0,1,0,0
250000.0,62.0,2.0,16.0,17.0,1.0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1331,9140,5008,1516,4536,0,5,8,1,0,0,0,1
125000.0,76.0,3.0,2.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1519,11397,5620,2219,6688,1,3,10,0,0,0,1,0
201000.0,153.0,5.0,1.0,6.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2358,12253,6125,2960,7556,1,3,5,0,1,1,1,0
215000.0,46.0,2.0,2.0,6.0,1.0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,458,10522,4847,1899,5561,1,12,1,1,0,1,1,0
