source,id,price,area,rooms,floor,storeys,building_type,condition,bathroom_count,new_building,F_Balcony,F_Internet,F_Security,F_Elevator,F_Air Conditioner,F_Heating System,F_Furniture,latitude,longitude,coordinates
bars,4-3-1430,130000.0,60.5,2.0,3.0,13.0,Other,Needs Renovation/Repair,1.0,1,0,0,0,0,0,0,0,44.50384769146143,40.19855807840442,"(40.19855807840442, 44.50384769146143)"
bars,4-3-1430.1,215000.0,96.1,3.0,4.0,13.0,Other,Needs Renovation/Repair,2.0,1,0,0,0,0,0,0,0,44.50384769146143,40.19855807840442,"(40.19855807840442, 44.50384769146143)"
bars,1-N-432,560000.0,156.4,4.0,9.0,17.0,Other,Good Condition,2.0,0,1,0,1,1,0,1,1,44.583870697678144,40.21673211791397,"(40.21673211791397, 44.583870697678144)"
bars,1-N-429,410000.0,75.0,3.0,3.0,12.0,Other,Good Condition,2.0,0,1,0,1,1,1,1,0,44.50449735,40.1832187,"(40.1832187, 44.50449735)"
bars,1-A-118,420000.0,138.0,4.0,3.0,5.0,Other,Good Condition,2.0,0,1,0,0,1,0,1,0,44.51228432718437,40.19590302536037,"(40.19590302536037, 44.51228432718437)"
bars,1-3-2096,339000.0,100.0,3.0,2.0,6.0,Other,Good Condition,1.0,0,0,0,0,1,1,1,1,44.519048808509375,40.177015330930764,"(40.177015330930764, 44.519048808509375)"
bars,1-A-123,500000.0,107.0,3.0,5.0,7.0,Other,Good Condition,2.0,0,1,0,1,1,1,1,1,44.51228432718437,40.19590302536037,"(40.19590302536037, 44.51228432718437)"
bars,1-N-403,520000.0,121.0,3.0,6.0,21.0,Other,Good Condition,1.0,0,0,0,0,1,1,1,1,44.583870697678144,40.21673211791397,"(40.21673211791397, 44.583870697678144)"
bars,1-3-1721,225000.0,101.0,3.0,6.0,5.0,Other,Good Condition,1.0,0,1,0,0,0,1,1,1,44.51808492499669,40.187096641397815,"(40.187096641397815, 44.51808492499669)"
bars,1-N-433,985000.0,206.0,4.0,20.0,23.0,Other,Good Condition,3.0,0,1,0,0,1,1,1,0,44.519048808509375,40.177015330930764,"(40.177015330930764, 44.519048808509375)"
bars,6-NM3-7,170000.0,100.0,3.0,6.0,10.0,Other,Needs Renovation/Repair,2.0,1,1,0,0,1,0,0,0,44.552282393219535,40.19046429667407,"(40.19046429667407, 44.552282393219535)"
bars,4-3-1433,225000.0,125.0,3.0,6.0,16.0,Other,Good Condition,2.0,0,0,0,1,1,1,1,1,44.52473536231635,40.20625843913501,"(40.20625843913501, 44.52473536231635)"
bars,4-3-1434,295000.0,105.0,3.0,3.0,5.0,Other,Good Condition,2.0,0,0,0,0,0,1,1,1,44.52473536231635,40.20625843913501,"(40.20625843913501, 44.52473536231635)"
bars,4-3-1431,160000.0,95.0,3.0,4.0,5.0,Other,Needs Renovation/Repair,1.0,0,1,0,0,0,0,0,0,44.52473536231635,40.20625843913501,"(40.20625843913501, 44.52473536231635)"
bars,1-2-991,290000.0,55.0,2.0,1.0,5.0,Other,Good Condition,1.0,0,1,0,0,0,1,1,1,44.505052000470215,40.183781674798254,"(40.183781674798254, 44.505052000470215)"
bars,4-2-201,135000.0,55.3,2.0,11.0,13.0,Other,Good Condition,1.0,0,0,0,1,1,1,1,0,44.52473536231635,40.20625843913501,"(40.20625843913501, 44.52473536231635)"
bars,1-B-97,450000.0,84.6,2.0,4.0,16.0,Other,Good Condition,1.0,0,0,0,1,1,0,1,1,44.55827345658594,40.199176396159615,"(40.199176396159615, 44.55827345658594)"
bars,4-3-1432,205000.0,64.0,3.0,8.0,14.0,Other,Good Condition,1.0,0,1,0,1,1,1,1,1,44.52473536231635,40.20625843913501,"(40.20625843913501, 44.52473536231635)"
bars,1-B-128,950000.0,174.0,4.0,5.0,15.0,Other,Good Condition,2.0,0,1,0,0,1,1,1,0,44.55827345658594,40.199176396159615,"(40.199176396159615, 44.55827345658594)"
bars,4-3-1412,220000.0,90.0,3.0,2.0,5.0,Other,Good Condition,1.0,0,1,0,0,0,1,1,1,44.48842560030741,40.19502146089586,"(40.19502146089586, 44.48842560030741)"
bars,1-2-990,250000.0,50.0,2.0,2.0,5.0,Other,Good Condition,1.0,0,1,0,0,0,1,1,1,44.5215976,40.18607885,"(40.18607885, 44.5215976)"
bars,4-3-1181,160000.0,91.0,4.0,3.0,5.0,Other,Good Condition,1.0,0,1,0,0,0,0,0,0,44.52473536231635,40.20625843913501,"(40.20625843913501, 44.52473536231635)"
bars,1-3-1912,120000.0,85.0,3.0,2.0,4.0,Other,Needs Renovation/Repair,1.0,0,1,0,0,0,0,0,0,44.45609932611657,40.15477242139723,"(40.15477242139723, 44.45609932611657)"
bars,1-3-2133,606000.0,220.0,5.0,5.0,6.0,Other,Good Condition,3.0,0,1,0,0,1,1,1,1,44.5776738850503,40.217118108862934,"(40.217118108862934, 44.5776738850503)"
bars,6-NM3-6,400000.0,100.0,3.0,1.0,5.0,Other,Needs Renovation/Repair,2.0,1,1,0,0,1,0,0,0,44.47934247499251,40.150660083827475,"(40.150660083827475, 44.47934247499251)"
bars,1-3-2132,190000.0,84.0,3.0,1.0,5.0,Stone,Needs Renovation/Repair,1.0,0,0,0,0,0,0,0,0,44.5273774,40.17699785,"(40.17699785, 44.5273774)"
bars,1-N-430,700000.0,145.0,5.0,8.0,11.0,Other,Good Condition,3.0,0,0,0,0,1,1,1,1,44.51166722152143,40.182206184659805,"(40.182206184659805, 44.51166722152143)"
bars,6-ACH3-126,85000.0,56.0,3.0,5.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,0,1,1,44.476933542701154,40.20438901998362,"(40.20438901998362, 44.476933542701154)"
bars,4-3-1429,360000.0,305.0,4.0,5.0,14.0,Other,Good Condition,2.0,0,1,0,0,1,1,1,1,44.499437857296144,40.19210576699806,"(40.19210576699806, 44.499437857296144)"
bars,4-3-1427,115000.0,83.0,3.0,7.0,14.0,Panel,Other,1.0,0,0,0,0,0,0,0,0,44.50164222859443,40.19625902492543,"(40.19625902492543, 44.50164222859443)"
bars,4-2-203,95000.0,37.0,2.0,2.0,5.0,Other,Good Condition,1.0,0,0,0,0,0,0,1,0,44.51872985,40.204131149999995,"(40.204131149999995, 44.51872985)"
bars,6-NM2-5,108000.0,55.18,2.0,4.0,5.0,Other,Needs Renovation/Repair,1.0,1,1,0,0,0,0,0,0,44.47934247499251,40.150660083827475,"(40.150660083827475, 44.47934247499251)"
bars,6-D3-208,124000.0,105.0,3.0,2.0,14.0,Panel,Needs Renovation/Repair,1.0,0,0,0,0,1,0,0,0,44.4701813882256,40.21611126911036,"(40.21611126911036, 44.4701813882256)"
bars,6-D3-207,163000.0,72.0,3.0,2.0,11.0,Other,Good Condition,1.0,0,1,0,0,1,0,1,0,44.4567380668362,40.166016462777485,"(40.166016462777485, 44.4567380668362)"
bars,4-3-111,775000.0,342.0,8.0,8.0,9.0,Other,Good Condition,4.0,0,1,0,1,1,1,1,0,44.50384769146143,40.19855807840442,"(40.19855807840442, 44.50384769146143)"
bars,4-3-93,235000.0,220.0,7.0,4.0,4.0,Other,Good Condition,3.0,0,0,0,0,0,1,1,0,44.48842560030741,40.19502146089586,"(40.19502146089586, 44.48842560030741)"
bars,4-3-23,200000.0,110.0,4.0,3.0,5.0,Other,Good Condition,2.0,0,0,0,0,0,1,1,1,44.52473536231635,40.20625843913501,"(40.20625843913501, 44.52473536231635)"
bars,4-2-151,125000.0,80.0,2.0,14.0,16.0,Panel,Needs Renovation/Repair,1.0,0,0,0,0,0,0,0,0,44.49978402004816,40.19794363418706,"(40.19794363418706, 44.49978402004816)"
bars,4-1-27,90000.0,46.5,1.0,2.0,7.0,Other,Good Condition,1.0,0,0,0,0,0,0,0,0,44.57251521346963,40.21266289465016,"(40.21266289465016, 44.57251521346963)"
bars,4-3-1426,180000.0,113.0,4.0,3.0,5.0,Stone,Good Condition,2.0,0,1,0,0,0,1,1,0,44.4972968,40.20489739999999,"(40.20489739999999, 44.4972968)"
bars,4-3-1428,156000.0,84.0,3.0,8.0,14.0,Panel,Other,1.0,0,0,0,0,1,1,0,0,44.491346750379165,40.19366433254226,"(40.19366433254226, 44.491346750379165)"
bars,1-N-428,360000.0,121.0,4.0,11.0,13.0,Other,Needs Renovation/Repair,2.0,1,1,0,0,1,0,0,0,44.499472776670245,40.180107053322125,"(40.180107053322125, 44.499472776670245)"
bars,4-3-1396,192000.0,67.0,3.0,7.0,14.0,Other,Good Condition,1.0,0,1,0,0,1,0,1,1,44.499155086504345,40.19562050194883,"(40.19562050194883, 44.499155086504345)"
bars,1-3-2131,330000.0,108.0,4.0,2.0,5.0,Stone,Needs Renovation/Repair,2.0,0,1,0,0,0,1,1,0,44.51642634119875,40.18161375666288,"(40.18161375666288, 44.51642634119875)"
bars,1-3-1838,750000.0,265.0,5.0,4.0,5.0,Other,Good Condition,3.0,0,1,0,0,0,1,1,0,44.5215976,40.18607885,"(40.18607885, 44.5215976)"
bars,4-2-205,105000.0,59.0,2.0,1.0,14.0,Panel,Good Condition,1.0,0,0,0,0,1,0,1,1,44.48897174994312,40.20145330939894,"(40.20145330939894, 44.48897174994312)"
bars,4-3-1424,285000.0,81.0,3.0,6.0,10.0,Other,Good Condition,2.0,0,1,0,0,1,1,1,1,44.497928566324596,40.203858779099114,"(40.203858779099114, 44.497928566324596)"
bars,4-3-1423,410000.0,165.0,5.0,8.0,8.0,Other,Needs Renovation/Repair,4.0,1,1,0,0,1,0,0,0,44.52141545745753,40.160291821818525,"(40.160291821818525, 44.52141545745753)"
bars,4-3-1421,193000.0,97.0,3.0,5.0,8.0,Other,Needs Renovation/Repair,2.0,1,0,0,0,1,0,0,0,44.52141545745753,40.160291821818525,"(40.160291821818525, 44.52141545745753)"
bars,4-3-1420,201000.0,81.0,3.0,5.0,8.0,Other,Needs Renovation/Repair,2.0,1,1,0,0,1,0,0,0,44.52141545745753,40.160291821818525,"(40.160291821818525, 44.52141545745753)"
bars,4-2-157,290000.0,110.0,4.0,5.0,7.0,Other,Needs Renovation/Repair,2.0,1,1,0,0,1,0,0,0,44.50164222859443,40.19625902492543,"(40.19625902492543, 44.50164222859443)"
bars,4-2-204,110000.0,75.0,2.0,3.0,9.0,Stone,Other,1.0,0,1,0,0,1,1,1,0,44.4972968,40.20489739999999,"(40.20489739999999, 44.4972968)"
bars,6-Sh2-50,105000.0,44.0,2.0,10.0,12.0,Monolit,Good Condition,1.0,0,0,0,0,1,0,1,1,44.47162875,40.14904435,"(40.14904435, 44.47162875)"
bars,1-DH-10,661600.0,206.75,4.0,5.0,8.0,Other,Needs Renovation/Repair,2.0,1,0,0,1,1,0,1,0,44.50523170804844,40.19493042144863,"(40.19493042144863, 44.50523170804844)"
bars,1-DH-11,533920.0,166.85,4.0,5.0,8.0,Other,Needs Renovation/Repair,2.0,1,0,0,1,1,0,1,0,44.50523170804844,40.19493042144863,"(40.19493042144863, 44.50523170804844)"
bars,1-DH-12,591850.0,169.1,4.0,6.0,8.0,Other,Needs Renovation/Repair,2.0,1,0,0,1,1,0,1,0,44.50523170804844,40.19493042144863,"(40.19493042144863, 44.50523170804844)"
bars,1-DH-21,528300.0,176.1,4.0,3.0,8.0,Other,Needs Renovation/Repair,2.0,1,0,0,1,1,0,1,0,44.50523170804844,40.19493042144863,"(40.19493042144863, 44.50523170804844)"
bars,1-DH-20,555520.0,179.2,5.0,3.0,5.0,Other,Needs Renovation/Repair,2.0,1,0,0,1,1,0,1,0,44.50523170804844,40.19493042144863,"(40.19493042144863, 44.50523170804844)"
bars,1-DH-25,558360.0,169.2,4.0,5.0,5.0,Other,Needs Renovation/Repair,2.0,1,0,0,1,1,0,1,0,44.50523170804844,40.19493042144863,"(40.19493042144863, 44.50523170804844)"
bars,1-DH-8,688380.0,208.5,4.0,5.0,5.0,Other,Needs Renovation/Repair,2.0,1,0,0,1,1,0,1,0,44.50523170804844,40.19493042144863,"(40.19493042144863, 44.50523170804844)"
bars,1-DH-27,519050.0,148.3,4.0,6.0,8.0,Other,Needs Renovation/Repair,2.0,1,0,0,1,1,0,1,0,44.50523170804844,40.19493042144863,"(40.19493042144863, 44.50523170804844)"
bars,1-DH-15,2300000.0,710.25,7.0,8.0,8.0,Other,Needs Renovation/Repair,5.0,1,1,0,1,1,0,1,0,44.50523170804844,40.19493042144863,"(40.19493042144863, 44.50523170804844)"
bars,1-DH-22,667680.0,208.65,5.0,4.0,5.0,Other,Needs Renovation/Repair,2.0,1,0,0,1,1,0,1,0,44.50523170804844,40.19493042144863,"(40.19493042144863, 44.50523170804844)"
bars,1-N-43,450000.0,157.0,4.0,6.0,6.0,Other,Good Condition,2.0,0,0,0,1,1,0,1,0,44.5247969,40.17890785,"(40.17890785, 44.5247969)"
bars,4-3-1382,315000.0,131.0,4.0,5.0,7.0,Other,Needs Renovation/Repair,2.0,1,1,0,0,1,0,1,0,44.52141545745753,40.160291821818525,"(40.160291821818525, 44.52141545745753)"
bars,4-3-1419,270000.0,90.0,3.0,4.0,9.0,Other,Good Condition,2.0,0,0,0,0,1,0,1,0,44.50164222859443,40.19625902492543,"(40.19625902492543, 44.50164222859443)"
bars,1-3-2627,359000.0,98.0,4.0,2.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,0,1,1,44.51548071604492,40.190139066908706,"(40.190139066908706, 44.51548071604492)"
bars,4-3-1418,255000.0,110.0,3.0,2.0,5.0,Other,Good Condition,2.0,0,0,0,0,1,0,1,1,44.50603348930943,40.19194689069822,"(40.19194689069822, 44.50603348930943)"
bars,1-3-2003,420000.0,180.0,4.0,4.0,4.0,Other,Good Condition,2.0,0,1,0,0,0,1,0,0,44.5215976,40.18607885,"(40.18607885, 44.5215976)"
bars,6-Ach3-124,115000.0,76.0,3.0,3.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,0,0,0,44.468463099999994,40.199323,"(40.199323, 44.468463099999994)"
bars,1-3-2097,270000.0,92.0,3.0,6.0,8.0,Other,Good Condition,2.0,0,1,0,0,1,1,1,0,44.505052000470215,40.183781674798254,"(40.183781674798254, 44.505052000470215)"
bars,1-A-122,695000.0,155.0,4.0,4.0,6.0,Other,Good Condition,3.0,0,1,0,0,1,0,1,1,44.50523170804844,40.19493042144863,"(40.19493042144863, 44.50523170804844)"
bars,4-3-1416,178000.0,100.0,3.0,5.0,5.0,Stone,Good Condition,1.0,0,1,0,0,0,1,1,0,44.509269992836,40.20967865714541,"(40.20967865714541, 44.509269992836)"
bars,1-N-415,585000.0,140.0,4.0,5.0,16.0,Other,Needs Renovation/Repair,3.0,1,0,0,0,1,0,0,0,44.50439786901182,40.18091474247,"(40.18091474247, 44.50439786901182)"
bars,1-3-2084,360000.0,86.0,3.0,4.0,4.0,Stone,Good Condition,1.0,0,1,0,0,0,1,1,0,44.52381655212627,40.19066524195801,"(40.19066524195801, 44.52381655212627)"
bars,4-3-1415,145000.0,70.0,3.0,3.0,5.0,Other,Good Condition,1.0,0,0,0,0,0,0,0,0,44.51872985,40.204131149999995,"(40.204131149999995, 44.51872985)"
bars,1-3-2114,220000.0,71.0,3.0,3.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,0,0,0,44.50439786901182,40.18091474247,"(40.18091474247, 44.50439786901182)"
bars,53896,75000.0,78.0,3.0,2.0,4.0,Other,Needs Renovation/Repair,1.0,0,1,0,1,0,0,1,0,44.5273774,40.17699785,"(40.17699785, 44.5273774)"
bars,1-1-441,150000.0,42.0,1.0,5.0,8.0,Other,Needs Renovation/Repair,1.0,0,1,0,0,1,0,0,0,44.5215976,40.18607885,"(40.18607885, 44.5215976)"
bars,4-3-1435,260000.0,130.0,4.0,9.0,9.0,Other,Good Condition,1.0,0,1,0,1,1,1,1,1,44.49978402004816,40.19794363418706,"(40.19794363418706, 44.49978402004816)"
bars,4-1-4,150000.0,50.0,1.0,1.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,0,0,0,44.50603348930943,40.19194689069822,"(40.19194689069822, 44.50603348930943)"
bars,5-2-325,220000.0,76.0,2.0,14.0,15.0,Other,Good Condition,1.0,0,1,0,0,1,1,1,1,44.49141207406966,40.19293930149094,"(40.19293930149094, 44.49141207406966)"
bars,4-3-1414,153000.0,78.0,3.0,3.0,5.0,Stone,Good Condition,1.0,0,1,0,0,0,0,0,1,44.499155086504345,40.19562050194883,"(40.19562050194883, 44.499155086504345)"
bars,1-3-2124,430000.0,200.0,5.0,3.0,8.0,Other,Good Condition,3.0,0,0,0,0,1,1,1,0,44.4201581,40.18735935,"(40.18735935, 44.4201581)"
bars,4-3-1411,160000.0,82.0,3.0,1.0,3.0,Other,Good Condition,1.0,0,0,1,0,0,1,0,1,44.527093186775616,40.209566023035784,"(40.209566023035784, 44.527093186775616)"
bars,2-1-48,145000.0,37.0,1.0,4.0,4.0,Stone,Good Condition,1.0,0,0,0,0,0,0,1,0,44.51344849450384,40.1767382062846,"(40.1767382062846, 44.51344849450384)"
bars,4-3-1162,275000.0,97.0,3.0,15.0,16.0,Other,Good Condition,2.0,0,1,0,0,1,1,1,1,44.48842560030741,40.19502146089586,"(40.19502146089586, 44.48842560030741)"
bars,1-N-426,450000.0,100.0,3.0,9.0,13.0,Other,Good Condition,2.0,0,1,0,0,0,1,1,1,44.514048989347714,40.1861605885798,"(40.1861605885798, 44.514048989347714)"
bars,6-D3-206,155000.0,75.0,3.0,1.0,9.0,Panel,Good Condition,1.0,0,0,0,0,1,1,1,1,44.4701813882256,40.21611126911036,"(40.21611126911036, 44.4701813882256)"
bars,4-3-1435,260000.0,130.0,4.0,9.0,9.0,Other,Good Condition,1.0,0,1,0,1,1,1,1,1,44.49978402004816,40.19794363418706,"(40.19794363418706, 44.49978402004816)"
bars,4-1-4,150000.0,50.0,1.0,1.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,0,0,0,44.50603348930943,40.19194689069822,"(40.19194689069822, 44.50603348930943)"
bars,5-2-325,220000.0,76.0,2.0,14.0,15.0,Other,Good Condition,1.0,0,1,0,0,1,1,1,1,44.49141207406966,40.19293930149094,"(40.19293930149094, 44.49141207406966)"
bars,4-3-1414,153000.0,78.0,3.0,3.0,5.0,Stone,Good Condition,1.0,0,1,0,0,0,0,0,1,44.499155086504345,40.19562050194883,"(40.19562050194883, 44.499155086504345)"
bars,1-3-2124,430000.0,200.0,5.0,3.0,8.0,Other,Good Condition,3.0,0,0,0,0,1,1,1,0,44.4201581,40.18735935,"(40.18735935, 44.4201581)"
bars,4-3-1411,160000.0,82.0,3.0,1.0,3.0,Other,Good Condition,1.0,0,0,1,0,0,1,0,1,44.527093186775616,40.209566023035784,"(40.209566023035784, 44.527093186775616)"
bars,2-1-48,145000.0,37.0,1.0,4.0,4.0,Stone,Good Condition,1.0,0,0,0,0,0,0,1,0,44.51344849450384,40.1767382062846,"(40.1767382062846, 44.51344849450384)"
bars,4-3-1162,275000.0,97.0,3.0,15.0,16.0,Other,Good Condition,2.0,0,1,0,0,1,1,1,1,44.48842560030741,40.19502146089586,"(40.19502146089586, 44.48842560030741)"
bars,1-N-426,450000.0,100.0,3.0,9.0,13.0,Other,Good Condition,2.0,0,1,0,0,0,1,1,1,44.514048989347714,40.1861605885798,"(40.1861605885798, 44.514048989347714)"
bars,6-D3-206,155000.0,75.0,3.0,1.0,9.0,Panel,Good Condition,1.0,0,0,0,0,1,1,1,1,44.4701813882256,40.21611126911036,"(40.21611126911036, 44.4701813882256)"
bars,6-Sh2-48,130000.0,62.0,2.0,2.0,14.0,Other,Needs Renovation/Repair,1.0,1,0,0,0,0,0,0,0,44.50671851403171,40.150346813084205,"(40.150346813084205, 44.50671851403171)"
bars,4-3-1407,140000.0,85.0,3.0,2.0,12.0,Panel,Needs Renovation/Repair,2.0,0,0,0,0,1,0,1,1,44.52733885,40.20019725,"(40.20019725, 44.52733885)"
bars,4-3-1406,300000.0,156.0,5.0,4.0,5.0,Other,Good Condition,1.0,0,1,0,0,0,0,1,1,44.48842560030741,40.19502146089586,"(40.19502146089586, 44.48842560030741)"
bars,4-3-1408,173000.0,80.0,3.0,2.0,5.0,Stone,Good Condition,1.0,0,1,0,0,0,1,1,1,44.499155086504345,40.19562050194883,"(40.19562050194883, 44.499155086504345)"
bars,4-3-1409,125000.0,76.0,3.0,3.0,5.0,Stone,Needs Renovation/Repair,1.0,0,1,0,0,0,0,1,0,44.57251521346963,40.21266289465016,"(40.21266289465016, 44.57251521346963)"
bars,4-3-1410,160000.0,74.0,3.0,2.0,5.0,Stone,Good Condition,1.0,0,1,0,0,0,0,1,1,44.4972968,40.20489739999999,"(40.20489739999999, 44.4972968)"
bars,1-1-417,150000.0,35.5,1.0,5.0,5.0,Other,Good Condition,1.0,0,0,0,0,0,1,1,0,44.525275644939626,40.18489525304254,"(40.18489525304254, 44.525275644939626)"
bars,1-3-1293,465000.0,141.23,3.0,2.0,5.0,Other,Needs Renovation/Repair,1.0,0,1,0,0,0,0,1,0,44.5180200101794,40.18203709652422,"(40.18203709652422, 44.5180200101794)"
bars,4-2-195,111000.0,65.0,2.0,2.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,0,0,0,44.49857435,40.209585149999995,"(40.209585149999995, 44.49857435)"
bars,1-N-409,560000.0,110.0,3.0,15.0,18.0,Other,Needs Renovation/Repair,2.0,1,0,0,0,0,0,0,0,44.51166722152143,40.182206184659805,"(40.182206184659805, 44.51166722152143)"
bars,4-3-1344,700000.0,240.0,4.0,5.0,13.0,Other,Good Condition,2.0,0,1,0,0,1,1,1,0,44.499437857296144,40.19210576699806,"(40.19210576699806, 44.499437857296144)"
bars,1-2-912,175000.0,61.4,2.0,3.0,7.0,Other,Good Condition,1.0,0,0,0,0,1,0,1,0,44.505052000470215,40.183781674798254,"(40.183781674798254, 44.505052000470215)"
bars,1-3-2120,300000.0,125.1,4.0,9.0,13.0,Panel,Other,1.0,0,1,0,0,1,0,0,0,44.50449735,40.1832187,"(40.1832187, 44.50449735)"
bars,6-Ach2-121,118000.0,59.0,2.0,4.0,6.0,Other,Good Condition,1.0,0,0,0,0,1,0,1,0,44.46234708546167,40.1906722427931,"(40.1906722427931, 44.46234708546167)"
bars,4-3-1399,118000.0,65.0,3.0,4.0,9.0,Other,Needs Renovation/Repair,1.0,1,1,0,0,0,0,0,0,44.55827345658594,40.199176396159615,"(40.199176396159615, 44.55827345658594)"
bars,1-3-2119,390000.0,107.0,3.0,3.0,5.0,Other,Good Condition,1.0,0,0,0,0,0,1,1,1,44.517821617617976,40.177431841441944,"(40.177431841441944, 44.517821617617976)"
bars,1-2-985,165000.0,78.8,2.0,16.0,16.0,Panel,Needs Renovation/Repair,1.0,0,0,0,0,0,0,0,0,44.505052000470215,40.183781674798254,"(40.183781674798254, 44.505052000470215)"
bars,4-3-1400,500000.0,120.0,3.0,8.0,17.0,Other,Good Condition,2.0,0,1,0,1,1,0,1,1,44.50603348930943,40.19194689069822,"(40.19194689069822, 44.50603348930943)"
bars,1-3-1762,135000.0,75.0,3.0,5.0,4.0,Other,Needs Renovation/Repair,1.0,0,0,0,0,0,0,0,0,44.583870697678144,40.21673211791397,"(40.21673211791397, 44.583870697678144)"
bars,1-B-75,1000000.0,125.0,3.0,6.0,9.0,Other,Good Condition,2.0,0,1,0,1,1,0,1,1,44.55827345658594,40.199176396159615,"(40.199176396159615, 44.55827345658594)"
bars,1-3-2117,400000.0,120.0,3.0,2.0,4.0,Other,Good Condition,1.0,0,1,0,0,0,1,1,0,44.512115310889925,40.18645225816211,"(40.18645225816211, 44.512115310889925)"
bars,1-3-1730,700000.0,187.0,4.0,2.0,4.0,Other,Good Condition,2.0,0,1,0,0,0,1,1,1,44.50603348930943,40.19194689069822,"(40.19194689069822, 44.50603348930943)"
bars,6-О-117,105000.0,102.0,4.0,5.0,5.0,Stone,Good Condition,1.0,0,1,0,0,0,0,1,0,44.47143471084086,40.20656139447395,"(40.20656139447395, 44.47143471084086)"
bars,1-B-118,1100000.0,190.0,4.0,14.0,17.0,Other,Good Condition,2.0,0,1,0,1,1,1,1,0,44.51863665459219,40.17606564344017,"(40.17606564344017, 44.51863665459219)"
bars,6-Z3-260,230000.0,83.0,3.0,6.0,12.0,Panel,Good Condition,1.0,0,1,0,0,1,1,1,1,44.54016340378585,40.204839367697545,"(40.204839367697545, 44.54016340378585)"
bars,1-3-2116,240000.0,80.0,3.0,3.0,4.0,Other,Needs Renovation/Repair,1.0,0,0,0,0,0,0,0,0,44.51181945133735,40.183313571671,"(40.183313571671, 44.51181945133735)"
bars,4-3-1398,175000.0,80.0,3.0,3.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,1,1,1,44.52065838607332,40.21056281413444,"(40.21056281413444, 44.52065838607332)"
bars,1-3-2115,270000.0,80.0,3.0,3.0,4.0,Other,Good Condition,1.0,0,0,0,0,0,1,1,1,44.499472776670245,40.180107053322125,"(40.180107053322125, 44.499472776670245)"
bars,4-3-1397,161000.0,78.0,3.0,4.0,6.0,Other,Needs Renovation/Repair,1.0,0,0,0,0,0,0,1,0,44.50603348930943,40.19194689069822,"(40.19194689069822, 44.50603348930943)"
bars,1-3-2112,187000.0,105.0,4.0,4.0,16.0,Panel,Good Condition,1.0,0,0,0,0,1,0,0,0,44.4201581,40.18735935,"(40.18735935, 44.4201581)"
bars,1-3-2113,480000.0,176.0,5.0,2.0,5.0,Other,Good Condition,3.0,0,0,0,0,0,1,1,0,44.52011953345346,40.17752762983332,"(40.17752762983332, 44.52011953345346)"
bars,1-3-2111,135000.0,80.0,3.0,6.0,9.0,Panel,Good Condition,1.0,0,0,0,0,1,0,1,0,44.50603348930943,40.19194689069822,"(40.19194689069822, 44.50603348930943)"
bars,4-3-1395,154000.0,61.0,3.0,1.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,1,0,0,44.499437857296144,40.19210576699806,"(40.19210576699806, 44.499437857296144)"
bars,1-2-988,239000.0,40.0,2.0,2.0,22.0,Other,Good Condition,1.0,0,0,0,0,1,1,0,1,44.51166722152143,40.182206184659805,"(40.182206184659805, 44.51166722152143)"
bars,4-3-13944,495000.0,335.0,5.0,9.0,9.0,Other,Good Condition,3.0,0,1,0,0,1,0,1,0,44.55827345658594,40.199176396159615,"(40.199176396159615, 44.55827345658594)"
bars,1-S-70,830000.0,160.0,4.0,7.0,9.0,Other,Good Condition,2.0,0,1,0,0,1,0,1,1,44.434781436092,40.141653987919995,"(40.141653987919995, 44.434781436092)"
bars,1-S-62,800000.0,142.0,3.0,2.0,8.0,Other,Good Condition,2.0,0,1,0,1,1,1,1,0,44.434781436092,40.141653987919995,"(40.141653987919995, 44.434781436092)"
bars,1-3-1531,670000.0,90.0,3.0,4.0,4.0,Other,Good Condition,1.0,0,1,0,0,0,0,1,1,44.5215976,40.18607885,"(40.18607885, 44.5215976)"
bars,1-3-205,430000.0,161.0,5.0,4.0,5.0,Other,Good Condition,2.0,0,1,0,0,0,1,0,1,44.51808492499669,40.187096641397815,"(40.187096641397815, 44.51808492499669)"
bars,4-3-1285,150000.0,77.0,3.0,5.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,0,1,0,44.509269992836,40.20967865714541,"(40.20967865714541, 44.509269992836)"
bars,4-3-1367,415000.0,124.0,3.0,6.0,14.0,Other,Good Condition,2.0,0,1,0,1,1,1,1,1,44.499437857296144,40.19210576699806,"(40.19210576699806, 44.499437857296144)"
bars,1-2-736,160000.0,78.0,2.0,1.0,6.0,Other,Good Condition,1.0,0,0,0,0,1,0,1,1,44.5273774,40.17699785,"(40.17699785, 44.5273774)"
bars,4-3-1385,120000.0,78.3,3.0,1.0,9.0,Panel,Needs Renovation/Repair,1.0,0,0,0,0,1,0,1,0,44.520265311668524,40.1995721688172,"(40.1995721688172, 44.520265311668524)"
