source,id,price,area,rooms,floor,storeys,building_type,condition,bathroom_count,new_building,F_Balcony,F_Internet,F_Security,F_Elevator,F_Air Conditioner,F_Heating System,F_Furniture,latitude,longitude,coordinates
bars,1-N-368,260000.0,131.0,4.0,9.0,13.0,Other,Needs Renovation/Repair,2.0,1,1,0,1,1,0,0,0,44.499472776670245,40.180107053322125,"(40.180107053322125, 44.499472776670245)"
bars,1-1-434,180000.0,40.0,1.0,5.0,7.0,Other,Good Condition,1.0,0,0,0,0,1,0,1,0,44.52381655212627,40.19066524195801,"(40.19066524195801, 44.52381655212627)"
bars,4-3-1311,215000.0,130.0,3.0,4.0,5.0,Stone,Good Condition,1.0,0,1,0,0,0,0,1,0,44.520265311668524,40.1995721688172,"(40.1995721688172, 44.520265311668524)"
bars,6-M3-45,140000.0,120.0,3.0,1.0,5.0,Stone,Other,1.0,0,1,0,0,0,0,1,1,44.500408826686,40.1866419463365,"(40.1866419463365, 44.500408826686)"
bars,1-3-292,350000.0,165.0,4.0,5.0,5.0,Stone,Good Condition,2.0,0,1,0,0,0,1,1,0,44.505052000470215,40.183781674798254,"(40.183781674798254, 44.505052000470215)"
bars,1-2-951,325000.0,61.0,2.0,8.0,9.0,Other,Good Condition,1.0,0,1,0,0,1,0,1,0,44.56738029701317,40.19364593777515,"(40.19364593777515, 44.56738029701317)"
bars,2-3-159,120000.0,90.0,3.0,3.0,10.0,Panel,Needs Renovation/Repair,1.0,0,1,0,0,1,1,1,1,44.5139565495713,40.16673885182096,"(40.16673885182096, 44.5139565495713)"
bars,1-N-389,265000.0,131.0,4.0,9.0,13.0,Other,Needs Renovation/Repair,2.0,1,1,0,0,1,0,0,0,44.499472776670245,40.180107053322125,"(40.180107053322125, 44.499472776670245)"
bars,1-3-2025,850000.0,203.0,4.0,2.0,16.0,Other,Good Condition,2.0,0,1,0,0,1,1,1,1,44.55827345658594,40.199176396159615,"(40.199176396159615, 44.55827345658594)"
bars,1-A-73,275000.0,125.0,4.0,4.0,6.0,Other,Needs Renovation/Repair,2.0,1,0,0,0,0,0,0,0,44.51228432718437,40.19590302536037,"(40.19590302536037, 44.51228432718437)"
bars,1-N-385,1100000.0,268.4,4.0,4.0,9.0,Other,Good Condition,3.0,0,0,0,0,1,0,1,0,44.5074118246583,40.184754985885355,"(40.184754985885355, 44.5074118246583)"
bars,4-3-1303,210000.0,145.0,4.0,8.0,8.0,Other,Good Condition,2.0,0,1,0,0,1,0,1,0,44.55827345658594,40.199176396159615,"(40.199176396159615, 44.55827345658594)"
bars,2-3-153,200000.0,150.0,3.0,3.0,4.0,Stone,Needs Renovation/Repair,1.0,0,0,0,0,0,0,1,0,44.51344849450384,40.1767382062846,"(40.1767382062846, 44.51344849450384)"
bars,1-A-97,340000.0,100.0,4.0,4.0,6.0,Other,Good Condition,2.0,0,1,0,0,1,1,1,1,44.51228432718437,40.19590302536037,"(40.19590302536037, 44.51228432718437)"
bars,4-3-1242,120000.0,123.0,4.0,10.0,9.0,Panel,Needs Renovation/Repair,1.0,0,0,0,0,1,0,0,0,44.49978402004816,40.19794363418706,"(40.19794363418706, 44.49978402004816)"
bars,6-D4-97,245000.0,168.0,4.0,2.0,16.0,Other,Good Condition,3.0,0,1,0,0,1,1,1,1,44.4567380668362,40.166016462777485,"(40.166016462777485, 44.4567380668362)"
bars,6-D3-190,129000.0,100.0,3.0,2.0,11.0,Other,Good Condition,1.0,0,0,0,0,0,0,0,0,44.4567380668362,40.166016462777485,"(40.166016462777485, 44.4567380668362)"
bars,6-D3-65,129000.0,68.0,2.0,2.0,12.0,Other,Good Condition,1.0,0,1,0,0,1,1,1,1,44.4567380668362,40.166016462777485,"(40.166016462777485, 44.4567380668362)"
bars,6-D2-67,117000.0,70.0,2.0,11.0,16.0,Other,Good Condition,1.0,0,1,0,0,1,0,0,0,44.4567380668362,40.166016462777485,"(40.166016462777485, 44.4567380668362)"
bars,6-D2-66,117000.0,70.0,2.0,7.0,11.0,Other,Good Condition,1.0,0,1,0,0,1,1,1,1,44.4567380668362,40.166016462777485,"(40.166016462777485, 44.4567380668362)"
bars,1-1-310,100000.0,39.3,1.0,5.0,5.0,Other,Needs Renovation/Repair,1.0,0,1,0,0,0,1,0,0,44.51642634119875,40.18161375666288,"(40.18161375666288, 44.51642634119875)"
bars,4-3-1297,180000.0,99.0,3.0,4.0,16.0,Panel,Needs Renovation/Repair,1.0,0,1,0,0,1,0,0,0,44.50603348930943,40.19194689069822,"(40.19194689069822, 44.50603348930943)"
bars,4-2-137,225000.0,93.0,2.0,14.0,16.0,Other,Good Condition,2.0,0,1,0,0,1,1,1,1,44.52473536231635,40.20625843913501,"(40.20625843913501, 44.52473536231635)"
bars,1-3-2008,200000.0,96.6,3.0,3.0,4.0,Stone,Needs Renovation/Repair,1.0,0,1,0,0,0,0,0,0,44.5273774,40.17699785,"(40.17699785, 44.5273774)"
bars,6-AV-2-59,105000.0,75.0,2.0,4.0,13.0,Monolit,Good Condition,1.0,0,1,0,0,1,0,1,1,44.5388218,40.222082400000005,"(40.222082400000005, 44.5388218)"
bars,4-3-1282,120000.0,89.0,3.0,1.0,9.0,Panel,Good Condition,1.0,0,0,0,0,0,0,0,0,44.4972968,40.20489739999999,"(40.20489739999999, 44.4972968)"
bars,4-3-1260,230000.0,94.0,3.0,1.0,9.0,Other,Good Condition,2.0,0,0,0,0,1,1,1,1,44.4625288,40.172490550000006,"(40.172490550000006, 44.4625288)"
bars,1-3-2016,180000.0,87.0,3.0,1.0,11.0,Panel,Good Condition,1.0,0,0,0,0,1,1,1,1,44.51166722152143,40.182206184659805,"(40.182206184659805, 44.51166722152143)"
bars,1-3-1905,375000.0,224.0,6.0,4.0,4.0,Other,Good Condition,2.0,0,0,0,0,0,0,0,0,44.5273774,40.17699785,"(40.17699785, 44.5273774)"
bars,1-N-9,550000.0,264.0,4.0,9.0,9.0,Other,Good Condition,3.0,0,1,0,1,1,1,1,1,44.47600058697071,40.19922135739394,"(40.19922135739394, 44.47600058697071)"
bars,1-N-371,350000.0,120.0,3.0,9.0,11.0,Other,Good Condition,2.0,0,0,0,0,1,0,1,1,44.51181945133735,40.183313571671,"(40.183313571671, 44.51181945133735)"
bars,1-3-2007,470000.0,158.8,4.0,9.0,9.0,Other,Good Condition,2.0,0,0,0,0,0,0,0,0,44.583870697678144,40.21673211791397,"(40.21673211791397, 44.583870697678144)"
bars,6-Ach3-111,204000.0,164.0,3.0,3.0,8.0,Other,Good Condition,1.0,0,1,0,0,0,0,1,1,44.476933542701154,40.20438901998362,"(40.20438901998362, 44.476933542701154)"
bars,6-Mal4-41,120000.0,173.0,4.0,2.0,9.0,Panel,Good Condition,1.0,0,1,0,0,1,1,1,0,44.44610884211748,40.174334819908324,"(40.174334819908324, 44.44610884211748)"
bars,65363,140000.0,100.0,4.0,2.0,4.0,Stone,Needs Renovation/Repair,2.0,0,1,0,0,0,0,0,0,44.493826561382456,40.140887872078665,"(40.140887872078665, 44.493826561382456)"
bars,1-3-2002,140000.0,100.0,4.0,4.0,5.0,Stone,Needs Renovation/Repair,1.0,0,1,0,0,0,0,0,0,44.514048989347714,40.1861605885798,"(40.1861605885798, 44.514048989347714)"
bars,1-A-60,480000.0,300.0,3.0,1.0,4.0,Other,Needs Renovation/Repair,2.0,1,1,0,0,1,0,0,0,44.51228432718437,40.19590302536037,"(40.19590302536037, 44.51228432718437)"
bars,1-A-38,240000.0,147.0,4.0,8.0,8.0,Other,Needs Renovation/Repair,3.0,1,0,0,0,1,0,0,0,44.51228432718437,40.19590302536037,"(40.19590302536037, 44.51228432718437)"
bars,1-3-1857,306000.0,146.0,4.0,4.0,4.0,Other,Good Condition,2.0,0,0,0,0,0,0,1,0,44.499472776670245,40.180107053322125,"(40.180107053322125, 44.499472776670245)"
bars,1-3-1578,165000.0,97.0,4.0,5.0,5.0,Other,Good Condition,2.0,0,0,0,0,0,0,1,0,44.5273774,40.17699785,"(40.17699785, 44.5273774)"
bars,1-3-1101,330000.0,115.0,4.0,4.0,5.0,Other,Good Condition,2.0,0,1,0,0,0,1,1,0,44.51295609897683,40.18654267248054,"(40.18654267248054, 44.51295609897683)"
bars,1-2-51,270000.0,77.7,2.0,4.0,5.0,Other,Good Condition,1.0,0,0,0,0,0,0,0,0,44.50449735,40.1832187,"(40.1832187, 44.50449735)"
bars,1-3-661,200000.0,195.0,5.0,5.0,5.0,Stone,Good Condition,3.0,0,1,0,0,0,1,1,0,44.514048989347714,40.1861605885798,"(40.1861605885798, 44.514048989347714)"
bars,1-3-381,300000.0,256.0,6.0,4.0,4.0,Other,Good Condition,3.0,0,0,0,0,0,1,1,1,44.517821617617976,40.177431841441944,"(40.177431841441944, 44.517821617617976)"
bars,1-3-222,250000.0,191.36,4.0,4.0,5.0,Other,Good Condition,2.0,0,0,0,0,0,0,1,0,44.45609932611657,40.15477242139723,"(40.15477242139723, 44.45609932611657)"
bars,6-Mal4-39,82000.0,105.0,4.0,10.0,14.0,Stone,Good Condition,1.0,0,1,0,0,1,0,1,0,44.544216517730874,40.087113116119795,"(40.087113116119795, 44.544216517730874)"
bars,1-N-312,500000.0,245.0,5.0,8.0,10.0,Other,Good Condition,3.0,0,0,0,0,0,0,0,0,44.52381655212627,40.19066524195801,"(40.19066524195801, 44.52381655212627)"
bars,1-N-355,600000.0,242.0,5.0,6.0,6.0,Other,Good Condition,3.0,0,1,0,1,1,1,1,0,44.50948029563954,40.17885352616499,"(40.17885352616499, 44.50948029563954)"
bars,1-3-1947,275000.0,190.0,4.0,4.0,4.0,Other,Good Condition,2.0,0,1,0,0,0,0,0,0,44.514048989347714,40.1861605885798,"(40.1861605885798, 44.514048989347714)"
bars,6-Av3-148,70000.0,100.0,4.0,7.0,9.0,Panel,Needs Renovation/Repair,1.0,0,1,0,0,1,0,0,0,44.5180200101794,40.18203709652422,"(40.18203709652422, 44.5180200101794)"
bars,1-2-913,150000.0,71.5,1.0,3.0,12.0,Panel,Good Condition,1.0,0,0,0,0,1,0,1,1,44.583870697678144,40.21673211791397,"(40.21673211791397, 44.583870697678144)"
bars,1-3-1974,500000.0,250.0,5.0,5.0,5.0,Stone,Needs Renovation/Repair,2.0,0,1,0,0,1,1,1,0,44.51166722152143,40.182206184659805,"(40.182206184659805, 44.51166722152143)"
bars,1-3-1973,440000.0,400.0,5.0,4.0,4.0,Other,Good Condition,2.0,0,1,0,0,0,1,1,0,44.51181945133735,40.183313571671,"(40.183313571671, 44.51181945133735)"
bars,6-D3-185,250000.0,105.0,3.0,8.0,15.0,Other,Good Condition,2.0,0,1,0,0,1,1,1,0,44.4567380668362,40.166016462777485,"(40.166016462777485, 44.4567380668362)"
bars,1-3-1951,338000.0,187.5,6.0,4.0,4.0,Other,Needs Renovation/Repair,2.0,0,1,0,0,0,0,1,0,44.5776738850503,40.217118108862934,"(40.217118108862934, 44.5776738850503)"
bars,4-3-1190,150000.0,110.0,3.0,7.0,9.0,Panel,Needs Renovation/Repair,2.0,0,1,0,0,1,0,0,0,44.50472122504243,40.19100870974382,"(40.19100870974382, 44.50472122504243)"
bars,2-3-146,170000.0,94.0,3.0,8.0,11.0,Panel,Good Condition,1.0,0,0,0,0,1,1,1,0,44.51023319136248,40.171870020098616,"(40.171870020098616, 44.51023319136248)"
bars,1-3-1723,160000.0,141.0,5.0,3.0,3.0,Other,Needs Renovation/Repair,1.0,0,1,0,0,0,0,0,0,44.45609932611657,40.15477242139723,"(40.15477242139723, 44.45609932611657)"
bars,6-Ts-60,600000.0,303.0,3.0,16.0,16.0,Other,Good Condition,3.0,0,1,0,1,1,1,1,0,44.482691873318714,40.181589956787796,"(40.181589956787796, 44.482691873318714)"
bars,1-S-57,900000.0,258.0,6.0,8.0,11.0,Other,Good Condition,4.0,0,1,0,0,1,1,1,0,44.434781436092,40.141653987919995,"(40.141653987919995, 44.434781436092)"
bars,1-A-70,440000.0,373.4,6.0,4.0,4.0,Other,Needs Renovation/Repair,3.0,1,1,0,0,1,0,0,0,44.51228432718437,40.19590302536037,"(40.19590302536037, 44.51228432718437)"
bars,6-Mal-36,80000.0,105.0,4.0,4.0,5.0,Stone,Good Condition,1.0,0,1,0,0,0,0,1,0,44.48023076128606,40.14596510603376,"(40.14596510603376, 44.48023076128606)"
bars,1-3-1940,240000.0,75.0,3.0,2.0,5.0,Other,Good Condition,1.0,0,0,0,0,0,1,1,1,44.52381655212627,40.19066524195801,"(40.19066524195801, 44.52381655212627)"
bars,1-2-911,470000.0,84.0,3.0,11.0,12.0,Other,Good Condition,1.0,0,1,0,1,1,1,1,1,44.50449735,40.1832187,"(40.1832187, 44.50449735)"
bars,1-3-1930,400000.0,267.0,6.0,6.0,6.0,Other,Good Condition,2.0,0,1,0,0,1,1,1,1,44.51863665459219,40.17606564344017,"(40.17606564344017, 44.51863665459219)"
bars,1-3-1860,350000.0,162.0,4.0,2.0,3.0,Other,Good Condition,1.0,0,1,0,0,0,1,1,0,44.51406057333508,40.190047324583134,"(40.190047324583134, 44.51406057333508)"
bars,4-3-625,300000.0,280.0,4.0,1.0,2.0,Stone,Good Condition,4.0,0,1,0,0,0,0,1,1,44.50164222859443,40.19625902492543,"(40.19625902492543, 44.50164222859443)"
bars,1-2-545,250000.0,75.0,2.0,5.0,5.0,Other,Needs Renovation/Repair,1.0,0,0,0,0,0,1,0,0,44.5776738850503,40.217118108862934,"(40.217118108862934, 44.5776738850503)"
bars,1-3-1645,300000.0,200.0,6.0,3.0,9.0,Panel,Good Condition,2.0,0,0,0,0,1,0,0,0,44.51181945133735,40.183313571671,"(40.183313571671, 44.51181945133735)"
bars,1-T-4,1000000.0,200.1,5.0,7.0,12.0,Other,Good Condition,3.0,0,1,0,1,1,0,0,0,44.52381655212627,40.19066524195801,"(40.19066524195801, 44.52381655212627)"
bars,6-4GH-27,215000.0,141.1,4.0,13.0,14.0,Other,Good Condition,3.0,0,1,0,0,1,1,1,0,44.50409202665325,40.17429211194108,"(40.17429211194108, 44.50409202665325)"
bars,1-3-1495,380000.0,280.0,5.0,4.0,4.0,Other,Good Condition,2.0,0,1,0,0,0,1,1,0,44.514048989347714,40.1861605885798,"(40.1861605885798, 44.514048989347714)"
bars,1-3-46,195000.0,170.0,3.0,4.0,5.0,Other,Other,1.0,0,0,0,0,0,0,0,0,44.512115310889925,40.18645225816211,"(40.18645225816211, 44.512115310889925)"
bars,1-N-301,1200000.0,250.0,5.0,4.0,6.0,Other,Good Condition,3.0,0,1,0,0,1,0,1,0,44.5247969,40.17890785,"(40.17890785, 44.5247969)"
bars,1-3-1866,330000.0,132.0,3.0,2.0,6.0,Other,Needs Renovation/Repair,2.0,0,1,0,0,1,1,1,0,44.51406057333508,40.190047324583134,"(40.190047324583134, 44.51406057333508)"
bars,1-2-605,180000.0,65.0,2.0,2.0,5.0,Other,Needs Renovation/Repair,1.0,0,0,0,0,0,0,1,0,44.514048989347714,40.1861605885798,"(40.1861605885798, 44.514048989347714)"
bars,1-N-140a,390000.0,177.4,4.0,3.0,9.0,Other,Needs Renovation/Repair,2.0,1,0,0,1,1,0,0,0,44.51642634119875,40.18161375666288,"(40.18161375666288, 44.51642634119875)"
bars,6-NM-14,450000.0,326.0,5.0,3.0,3.0,Stone,Good Condition,4.0,0,0,0,0,0,0,1,1,44.524036402852424,40.17448162580629,"(40.17448162580629, 44.524036402852424)"
bars,6-D4-57,250000.0,213.0,4.0,3.0,18.0,Other,Needs Renovation/Repair,4.0,1,0,0,0,0,0,0,0,44.4701813882256,40.21611126911036,"(40.21611126911036, 44.4701813882256)"
bars,1-N-42,430000.0,360.0,6.0,9.0,9.0,Other,Needs Renovation/Repair,3.0,1,0,0,1,1,0,0,0,44.47600058697071,40.19922135739394,"(40.19922135739394, 44.47600058697071)"
bars,6-Z3-154,100000.0,77.0,3.0,3.0,9.0,Other,Good Condition,1.0,0,0,0,0,0,0,0,0,44.526958540545984,40.20305179986824,"(40.20305179986824, 44.526958540545984)"
bars,6-Av3-89,110000.0,94.0,3.0,9.0,13.0,Panel,Good Condition,2.0,0,1,0,0,0,0,1,1,44.5388218,40.222082400000005,"(40.222082400000005, 44.5388218)"
bars,6-Av3-126,95000.0,96.0,4.0,8.0,16.0,Panel,Good Condition,1.0,0,0,0,0,1,0,1,1,44.58038994172306,40.218477684417415,"(40.218477684417415, 44.58038994172306)"
bars,1-А-114,300000.0,121.0,4.0,4.0,4.0,Other,Needs Renovation/Repair,2.0,1,1,0,1,1,0,0,0,44.51228432718437,40.19590302536037,"(40.19590302536037, 44.51228432718437)"
bars,1-2-992,180000.0,35.2,2.0,4.0,4.0,Other,Good Condition,1.0,0,0,0,0,0,0,1,0,44.517821617617976,40.177431841441944,"(40.177431841441944, 44.517821617617976)"
myrealty,142711,87000.0,60.0,2.0,1.0,5.0,Stone,Good Condition,1.0,0,1,1,0,1,0,1,1,44.465297969928955,40.20902734145039,"(40.20902734145039, 44.465297969928955)"
myrealty,142709,76500.0,48.0,2.0,4.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,0,1,1,44.468463099999994,40.199323,"(40.199323, 44.468463099999994)"
myrealty,142707,150000.0,93.0,3.0,5.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,1,1,1,44.51413593557797,40.210664400899944,"(40.210664400899944, 44.51413593557797)"
myrealty,142704,420000.0,80.0,2.0,4.0,10.0,Monolit,New/Excellent Condition,2.0,1,0,1,1,1,1,1,1,44.51467793334746,40.18220208362412,"(40.18220208362412, 44.51467793334746)"
myrealty,142703,95000.0,74.0,3.0,2.0,5.0,Panel,New/Excellent Condition,1.0,0,0,1,0,0,1,1,1,44.49082633472604,40.19822318396341,"(40.19822318396341, 44.49082633472604)"
myrealty,142702,167000.0,80.0,3.0,5.0,5.0,Stone,Good Condition,2.0,0,0,0,0,0,1,1,0,44.51413593557797,40.210664400899944,"(40.210664400899944, 44.51413593557797)"
myrealty,142701,218000.0,94.0,3.0,7.0,7.0,Monolit,New/Excellent Condition,1.0,1,0,1,1,1,1,1,1,44.5107305983628,40.174359838228284,"(40.174359838228284, 44.5107305983628)"
myrealty,142700,105000.0,80.0,3.0,1.0,5.0,Stone,New/Excellent Condition,1.0,0,0,1,1,0,0,1,0,44.468463099999994,40.199323,"(40.199323, 44.468463099999994)"
myrealty,142696,1900000.0,200.0,4.0,5.0,10.0,Monolit,New/Excellent Condition,2.0,1,0,0,0,0,0,0,0,44.51467793334746,40.18220208362412,"(40.18220208362412, 44.51467793334746)"
myrealty,142695,209000.0,93.0,4.0,7.0,15.0,Monolit,Needs Renovation/Repair,1.0,1,0,0,0,1,0,0,0,44.5273774,40.17699785,"(40.17699785, 44.5273774)"
myrealty,142693,280000.0,105.0,3.0,6.0,8.0,Monolit,New/Excellent Condition,2.0,1,0,0,0,0,0,0,0,44.51060732169701,40.17531966023561,"(40.17531966023561, 44.51060732169701)"
myrealty,142692,125000.0,85.0,4.0,1.0,6.0,Stone,Good Condition,2.0,0,0,1,0,0,1,1,1,44.52473536231635,40.20625843913501,"(40.20625843913501, 44.52473536231635)"
myrealty,142691,158000.0,81.0,3.0,4.0,15.0,Other,Needs Renovation/Repair,2.0,0,0,0,0,0,0,0,0,44.4567380668362,40.166016462777485,"(40.166016462777485, 44.4567380668362)"
myrealty,142690,180000.0,110.0,3.0,14.0,18.0,Monolit,Needs Renovation/Repair,1.0,1,0,0,0,0,0,0,0,44.4567380668362,40.166016462777485,"(40.166016462777485, 44.4567380668362)"
myrealty,142682,93000.0,39.0,2.0,5.0,5.0,Other,New/Excellent Condition,1.0,0,0,0,0,0,1,1,0,44.49844424700246,40.19994302020931,"(40.19994302020931, 44.49844424700246)"
myrealty,142680,123500.0,58.0,2.0,5.0,5.0,Stone,New/Excellent Condition,1.0,0,0,0,0,0,0,1,0,44.49844424700246,40.19994302020931,"(40.19994302020931, 44.49844424700246)"
myrealty,142670,155000.0,68.0,2.0,1.0,2.0,Stone,New/Excellent Condition,1.0,1,0,1,0,0,1,1,1,44.49857435,40.209585149999995,"(40.209585149999995, 44.49857435)"
myrealty,142669,160000.0,139000.0,3.0,5.0,5.0,Stone,New/Excellent Condition,2.0,0,0,1,1,0,0,1,1,44.539173935967966,40.16188844717563,"(40.16188844717563, 44.539173935967966)"
myrealty,142668,152000.0,68.0,3.0,5.0,5.0,Monolit,New/Excellent Condition,1.0,1,0,1,0,1,0,1,1,44.49633619872418,40.22328636163789,"(40.22328636163789, 44.49633619872418)"
myrealty,142667,105000.0,80.0,3.0,1.0,5.0,Stone,New/Excellent Condition,1.0,0,0,1,1,0,0,0,0,44.468463099999994,40.199323,"(40.199323, 44.468463099999994)"
myrealty,142666,220000.0,90.0,3.0,5.0,10.0,Monolit,New/Excellent Condition,1.0,1,0,1,1,1,0,1,1,44.50164222859443,40.19625902492543,"(40.19625902492543, 44.50164222859443)"
myrealty,142664,225000.0,110.0,3.0,4.0,4.0,Monolit,New/Excellent Condition,1.0,1,0,1,1,1,1,1,1,44.47934247499251,40.150660083827475,"(40.150660083827475, 44.47934247499251)"
myrealty,142663,205000.0,64.0,3.0,8.0,17.0,Monolit,New/Excellent Condition,1.0,1,0,1,0,1,1,1,1,44.52473536231635,40.20625843913501,"(40.20625843913501, 44.52473536231635)"
myrealty,142658,180000.0,76.0,3.0,8.0,16.0,Monolit,New/Excellent Condition,1.0,0,0,1,0,1,1,1,1,44.4567380668362,40.166016462777485,"(40.166016462777485, 44.4567380668362)"
myrealty,142657,140000.0,90.0,3.0,5.0,5.0,Stone,Good Condition,1.0,0,0,1,0,0,0,1,1,44.51344849450384,40.1767382062846,"(40.1767382062846, 44.51344849450384)"
myrealty,142656,400000.0,145.0,4.0,2.0,3.0,Stone,Good Condition,1.0,0,0,0,0,0,0,1,0,44.51642634119875,40.18161375666288,"(40.18161375666288, 44.51642634119875)"
myrealty,142653,400000.0,87.0,3.0,5.0,10.0,Monolit,New/Excellent Condition,2.0,1,0,1,0,1,1,1,1,44.51467793334746,40.18220208362412,"(40.18220208362412, 44.51467793334746)"
myrealty,142652,270000.0,104.0,4.0,5.0,5.0,Stone,New/Excellent Condition,1.0,0,0,1,0,0,1,1,1,44.519048808509375,40.177015330930764,"(40.177015330930764, 44.519048808509375)"
myrealty,142648,88000.0,47.0,2.0,4.0,5.0,Stone,Good Condition,1.0,0,0,1,0,0,0,1,1,44.520265311668524,40.1995721688172,"(40.1995721688172, 44.520265311668524)"
myrealty,142649,90000.0,44.0,2.0,9.0,9.0,Panel,Good Condition,1.0,0,1,1,0,1,0,1,0,44.518244550000006,40.1357402,"(40.1357402, 44.518244550000006)"
myrealty,142645,159000.0,70.0,2.0,2.0,5.0,Monolit,Needs Renovation/Repair,1.0,1,0,0,0,0,0,0,0,44.50523170804844,40.19493042144863,"(40.19493042144863, 44.50523170804844)"
myrealty,142640,269000.0,80.0,3.0,9.0,14.0,Monolit,New/Excellent Condition,2.0,1,0,1,0,1,1,1,1,44.48023076128606,40.14596510603376,"(40.14596510603376, 44.48023076128606)"
myrealty,142638,400000.0,87.0,3.0,5.0,10.0,Monolit,New/Excellent Condition,2.0,1,0,1,0,1,1,1,1,44.51467793334746,40.18220208362412,"(40.18220208362412, 44.51467793334746)"
myrealty,142637,65000.0,48.0,1.0,13.0,14.0,Panel,New/Excellent Condition,1.0,0,1,0,0,1,0,0,0,44.56943866977043,40.22014872768015,"(40.22014872768015, 44.56943866977043)"
myrealty,142635,229000.0,81.0,3.0,4.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,0,0,0,44.505052000470215,40.183781674798254,"(40.183781674798254, 44.505052000470215)"
myrealty,142633,184000.0,40.0,2.0,2.0,5.0,Stone,New/Excellent Condition,1.0,0,0,0,0,0,0,0,0,44.514048989347714,40.1861605885798,"(40.1861605885798, 44.514048989347714)"
myrealty,142628,175000.0,53.0,1.0,4.0,5.0,Stone,Good Condition,1.0,0,0,0,0,0,0,0,0,44.51642634119875,40.18161375666288,"(40.18161375666288, 44.51642634119875)"
myrealty,142627,162000.0,65.0,2.0,12.0,14.0,Monolit,New/Excellent Condition,1.0,1,0,0,0,1,1,1,1,44.50409202665325,40.17429211194108,"(40.17429211194108, 44.50409202665325)"
myrealty,142626,165000.0,81.0,2.0,6.0,18.0,Monolit,New/Excellent Condition,1.0,1,0,0,0,1,1,1,1,44.51583117054371,40.17148024125946,"(40.17148024125946, 44.51583117054371)"
myrealty,142624,132000.0,84.0,1.0,11.0,11.0,Other,Good Condition,1.0,0,1,0,0,1,0,0,0,44.520265311668524,40.1995721688172,"(40.1995721688172, 44.520265311668524)"
myrealty,142615,92000.0,56.0,2.0,10.0,14.0,Monolit,Needs Renovation/Repair,1.0,0,0,0,1,1,0,1,0,44.44034335,40.16508915,"(40.16508915, 44.44034335)"
myrealty,142602,138000.0,56.0,2.0,10.0,14.0,Monolit,New/Excellent Condition,1.0,1,0,0,1,1,0,0,0,44.48439985,40.14520375,"(40.14520375, 44.48439985)"
myrealty,142596,110000.0,84.0,3.0,9.0,16.0,Panel,New/Excellent Condition,1.0,0,1,1,0,1,0,1,1,44.529737999999995,40.1507024,"(40.1507024, 44.529737999999995)"
myrealty,142594,365000.0,97.0,3.0,5.0,8.0,Monolit,New/Excellent Condition,1.0,1,0,1,0,0,0,1,1,44.50523170804844,40.19493042144863,"(40.19493042144863, 44.50523170804844)"
myrealty,142589,270000.0,139.0,4.0,6.0,16.0,Monolit,Needs Renovation/Repair,2.0,1,0,0,0,1,0,0,0,44.49082633472604,40.19822318396341,"(40.19822318396341, 44.49082633472604)"
myrealty,142583,235000.0,76.0,2.0,3.0,10.0,Panel,New/Excellent Condition,1.0,0,0,0,0,1,1,1,1,44.505052000470215,40.183781674798254,"(40.183781674798254, 44.505052000470215)"
myrealty,142581,95000.0,62.0,2.0,11.0,12.0,Monolit,Good Condition,1.0,1,0,0,0,1,0,1,0,44.46783642958279,40.19156890671495,"(40.19156890671495, 44.46783642958279)"
myrealty,142580,80000.0,40.0,1.0,8.0,14.0,Panel,Good Condition,1.0,0,0,0,0,1,0,0,1,44.51344849450384,40.1767382062846,"(40.1767382062846, 44.51344849450384)"
myrealty,142579,120000.0,38.0,1.0,4.0,5.0,Stone,New/Excellent Condition,1.0,0,0,0,0,0,1,0,1,44.52011953345346,40.17752762983332,"(40.17752762983332, 44.52011953345346)"
myrealty,142578,165000.0,106.0,4.0,14.0,14.0,Panel,Good Condition,1.0,0,0,0,0,1,0,0,0,44.499155086504345,40.19562050194883,"(40.19562050194883, 44.499155086504345)"
myrealty,142577,130000.0,80.0,3.0,13.0,14.0,Panel,Good Condition,1.0,0,1,0,0,1,0,1,0,44.52473536231635,40.20625843913501,"(40.20625843913501, 44.52473536231635)"
myrealty,142556,110000.0,76.0,4.0,2.0,6.0,Stone,Good Condition,1.0,0,1,1,0,0,0,1,1,44.457979422619005,40.17534841784899,"(40.17534841784899, 44.457979422619005)"
myrealty,142552,265000.0,105.0,3.0,4.0,5.0,Stone,New/Excellent Condition,2.0,0,1,1,0,0,1,1,1,44.52473536231635,40.20625843913501,"(40.20625843913501, 44.52473536231635)"
myrealty,142547,53351.0,32.0,1.0,4.0,4.0,Stone,Good Condition,1.0,0,0,1,0,0,0,0,0,44.474392138424626,40.198846692958135,"(40.198846692958135, 44.474392138424626)"
myrealty,142546,140000.0,37.0,1.0,2.0,6.0,Stone,New/Excellent Condition,1.0,0,0,0,0,0,1,0,1,44.525275644939626,40.18489525304254,"(40.18489525304254, 44.525275644939626)"
myrealty,142541,125000.0,80.0,3.0,8.0,9.0,Panel,New/Excellent Condition,1.0,0,0,1,0,1,1,1,1,44.53061570081314,40.128877761326684,"(40.128877761326684, 44.53061570081314)"
