,source,id,price,area,rooms,floor,storeys,bathroom_count,new_building,F_Balcony,F_Internet,F_Security,F_Elevator,F_Air Conditioner,F_Heating System,F_Furniture,latitude,longitude,SL_opera,SL_zvartnoc,SL_central_cemetery,SL_baghramyan_subway,SL_shengavit_subway,L_pharmacy,L_atm,L_parking,L_clinic,L_place_of_worship,L_university,L_kindergarten,L_hospital,building_type_Monolit,building_type_Other,building_type_Panel,building_type_Stone,condition_Good Condition,condition_Needs Renovation/Repair,condition_New/Excellent Condition,condition_Other
358,bars,1-3-1988,108000.0,88.0,3.0,6.0,16.0,1.0,0,0,0,0,0,0,0,0,44.5273774,40.17699785,1446,11125,3073,3634,5017,1,2,4,0,0,3,1,0,0,0,1,0,0,1,0,0
359,bars,4-3-1926,420000.0,143.0,5.0,3.0,5.0,2.0,0,0,0,0,0,0,1,0,44.52141545745753,40.160291821818525,2908,10314,1822,4731,3472,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
360,bars,1-3-1238,450000.0,169.0,4.0,4.0,4.0,1.0,0,0,0,0,0,1,1,1,44.52381655212627,40.19066524195801,904,11312,4614,2653,6023,2,8,5,0,0,18,1,5,0,1,0,0,1,0,0,0
361,bars,1-2-683,300000.0,64.19,2.0,3.0,14.0,1.0,0,1,0,1,0,0,1,0,44.55827345658594,40.199176396159615,3949,14382,5625,5481,8617,3,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0
362,bars,6-Z4-252,156000.0,119.0,4.0,9.0,11.0,2.0,0,0,0,0,0,0,0,0,44.52706263472466,40.205140244623664,2358,12253,6125,2960,7556,2,3,5,0,2,2,3,0,0,0,0,1,1,0,0,0
363,bars,1-3-402,250000.0,98.0,3.0,4.0,5.0,1.0,0,1,0,0,0,1,1,1,44.5273774,40.17699785,1446,11125,3073,3634,5017,1,2,4,0,0,3,1,0,0,1,0,0,1,0,0,0
364,bars,1-3-891,285000.0,141.0,5.0,4.0,4.0,2.0,0,1,0,0,0,1,1,0,44.5177327100727,40.17470384323828,1275,10268,3209,3227,4279,4,9,4,1,1,1,0,0,0,1,0,0,1,0,0,0
365,bars,1-3-1099,350000.0,159.0,4.0,4.0,4.0,2.0,0,1,0,0,0,1,1,1,44.51181945133735,40.183313571671,407,10067,4285,2178,4806,11,24,6,5,0,1,4,5,0,1,0,0,1,0,0,0
366,bars,1-1-401,245000.0,48.0,1.0,2.0,6.0,1.0,0,0,0,0,1,1,1,1,44.5215976,40.18607885,552,10953,4189,2668,5493,7,25,3,0,2,4,1,4,0,1,0,0,1,0,0,0
367,bars,1-3-1208,240000.0,95.0,3.0,9.0,12.0,2.0,0,1,0,0,1,0,1,0,44.514048989347714,40.1861605885798,90,10356,4463,2117,5174,9,32,4,2,0,2,1,1,0,0,1,0,1,0,0,0
368,bars,1-3-1987,330000.0,200.0,3.0,3.0,4.0,2.0,0,0,0,0,1,1,1,1,44.51982215070216,40.1747638304342,1312,10442,3119,3337,4398,4,11,7,1,1,2,0,0,0,1,0,0,1,0,0,0
369,bars,1-2-908,168000.0,80.0,2.0,4.0,9.0,1.0,0,1,0,0,1,1,1,0,44.499472776670245,40.180107053322125,1479,8960,4673,1965,4080,1,6,7,1,0,0,0,2,0,0,1,0,1,0,0,0
370,bars,2-3-136,230000.0,156.0,8.0,1.0,3.0,2.0,0,0,0,0,0,1,1,1,44.55827345658594,40.199176396159615,3949,14382,5625,5481,8617,3,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0
371,bars,1-3-1926,225000.0,149.0,6.0,3.0,3.0,1.0,0,0,0,0,0,0,0,0,44.5273774,40.17699785,1446,11125,3073,3634,5017,1,2,4,0,0,3,1,0,0,0,0,1,0,1,0,0
372,bars,2-3-163,183000.0,78.0,3.0,6.0,10.0,1.0,0,1,0,0,1,0,1,1,44.5139565495713,40.16673885182096,2143,9774,2763,3800,3404,8,5,4,0,1,0,1,0,0,0,1,0,1,0,0,0
373,bars,1-3-2029,230000.0,88.0,3.0,2.0,4.0,1.0,0,0,0,0,0,0,0,0,44.5180200101794,40.18203709652422,506,10519,3900,2664,4950,10,31,13,0,2,0,1,1,0,1,0,0,0,1,0,0
374,bars,1-3-2030,210000.0,118.0,3.0,4.0,4.0,1.0,0,1,0,0,0,0,1,1,44.517821617617976,40.17743184144194,980,10353,3460,3003,4522,9,12,8,1,0,0,1,0,0,1,0,0,0,0,0,1
375,bars,6-M3-329,73000.0,64.1,3.0,5.0,5.0,1.0,0,0,0,0,0,0,1,0,44.57111460185527,40.2061998983339,5261,15685,6740,6643,9945,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
376,bars,2-3-142,125000.0,93.0,3.0,14.0,14.0,1.0,0,0,0,0,1,0,1,0,44.52312842890911,40.17154658378799,1746,10638,2667,3791,4336,4,5,3,0,0,1,0,0,0,0,1,0,1,0,0,0
377,bars,4-3-1258,205000.0,102.0,3.0,8.0,18.0,2.0,0,1,0,1,1,1,1,1,44.55827345658594,40.199176396159615,3949,14382,5625,5481,8617,3,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0
378,bars,2-3-103,270000.0,175.0,4.0,4.0,5.0,2.0,0,1,0,0,0,0,1,0,44.51903894845968,40.17136765837956,1661,10293,2842,3588,4075,9,7,3,0,1,2,0,0,0,0,0,1,1,0,0,0
379,bars,1-1-29,100000.0,48.0,1.0,4.0,4.0,1.0,0,0,0,0,0,0,0,0,44.50603348930943,40.19194689069822,1014,9991,5360,1195,5503,3,8,1,0,0,1,0,0,0,1,0,0,0,1,0,0
380,bars,2-3-154,276000.0,110.0,3.0,13.0,21.0,2.0,0,1,0,0,1,0,1,1,44.48269187331872,40.1815899567878,2795,7706,5876,1978,4086,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
381,bars,1-N-297,650000.0,194.0,4.0,5.0,22.0,3.0,0,1,0,0,1,0,1,1,44.583870697678144,40.21673211791397,6767,17145,8266,7951,11537,7,11,2,0,0,0,0,0,0,1,0,0,1,0,0,0
382,bars,6-D4-87,270000.0,207.0,4.0,15.0,15.0,3.0,1,1,0,1,1,0,1,0,44.4701813882256,40.21611126911036,5075,9240,9317,2901,8027,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
383,bars,2-3-162,340000.0,130.0,3.0,3.0,10.0,2.0,0,0,0,0,1,0,1,0,44.51811462379455,40.166993360178346,2129,10127,2522,3947,3680,6,0,2,0,1,0,2,0,0,1,0,0,1,0,0,0
384,bars,4-3-161,300000.0,117.0,4.0,9.0,17.0,1.0,0,1,0,0,1,1,1,0,44.5308931,40.19180365,1489,11917,4609,3209,6467,1,2,6,1,0,2,0,7,0,0,1,0,1,0,0,0
385,bars,6-Z3-255,70000.0,115.0,4.0,3.0,5.0,1.0,0,0,0,0,0,0,0,0,44.546223,40.208643,3651,13874,6461,4630,8747,4,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
386,bars,4-3-1206,185000.0,85.0,3.0,2.0,8.0,1.0,0,0,0,0,1,0,1,1,44.55827345658594,40.199176396159615,3949,14382,5625,5481,8617,3,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0
387,bars,6-Ach-93,78000.0,68.0,2.0,5.0,9.0,1.0,0,0,0,0,1,0,0,1,44.47182097647652,40.19329216792591,3763,7582,7403,1916,5509,9,6,7,0,1,0,1,0,0,0,1,0,0,1,0,0
388,bars,1-N-391,350000.0,92.0,2.0,4.0,7.0,1.0,0,0,0,0,1,1,1,0,44.5180200101794,40.18203709652422,506,10519,3900,2664,4950,10,31,13,0,2,0,1,1,0,1,0,0,1,0,0,0
389,bars,6-Z4-254,120000.0,89.0,4.0,5.0,9.0,1.0,0,0,0,0,1,0,1,1,44.52706263472466,40.205140244623664,2358,12253,6125,2960,7556,2,3,5,0,2,2,3,0,0,0,1,0,0,0,0,1
390,bars,2-1-47,143000.0,45.0,1.0,3.0,3.0,1.0,0,0,0,0,0,1,1,1,44.50409202665325,40.17429211194108,1602,9136,3946,2697,3615,4,6,3,0,0,0,1,0,0,1,0,0,1,0,0,0
391,bars,1-N-368,260000.0,131.0,4.0,9.0,13.0,2.0,1,1,0,1,1,0,0,0,44.499472776670245,40.180107053322125,1479,8960,4673,1965,4080,1,6,7,1,0,0,0,2,0,1,0,0,0,1,0,0
392,bars,1-1-434,180000.0,40.0,1.0,5.0,7.0,1.0,0,0,0,0,1,0,1,0,44.52381655212627,40.19066524195801,904,11312,4614,2653,6023,2,8,5,0,0,18,1,5,0,1,0,0,1,0,0,0
393,bars,4-3-1311,215000.0,130.0,3.0,4.0,5.0,1.0,0,1,0,0,0,0,1,0,44.52026531166853,40.1995721688172,1571,11452,5649,2264,6744,3,4,8,0,0,0,3,0,0,0,0,1,1,0,0,0
394,bars,6-M3-45,140000.0,120.0,3.0,1.0,5.0,1.0,0,1,0,0,0,0,1,1,44.500408826686,40.1866419463365,1249,9308,5155,1306,4801,0,0,6,0,1,0,0,1,0,0,0,1,0,0,0,1
395,bars,1-3-292,350000.0,165.0,4.0,5.0,5.0,2.0,0,1,0,0,0,1,1,0,44.505052000470215,40.183781674798254,887,9548,4660,1776,4619,3,6,6,2,1,1,2,0,0,0,0,1,1,0,0,0
396,bars,1-2-951,325000.0,61.0,2.0,8.0,9.0,1.0,0,1,0,0,1,0,1,0,44.56738029701317,40.19364593777515,4522,14905,5343,6264,8794,1,3,5,0,0,0,2,0,0,1,0,0,1,0,0,0
397,bars,2-3-159,120000.0,90.0,3.0,3.0,10.0,1.0,0,1,0,0,1,1,1,1,44.5139565495713,40.16673885182096,2143,9774,2763,3800,3404,8,5,4,0,1,0,1,0,0,0,1,0,0,1,0,0
398,bars,1-N-389,265000.0,131.0,4.0,9.0,13.0,2.0,1,1,0,0,1,0,0,0,44.499472776670245,40.180107053322125,1479,8960,4673,1965,4080,1,6,7,1,0,0,0,2,0,1,0,0,0,1,0,0
399,bars,1-A-73,275000.0,125.0,4.0,4.0,6.0,2.0,1,0,0,0,0,0,0,0,44.51228432718437,40.19590302536037,1126,10663,5501,1578,6098,0,1,4,0,0,1,0,0,0,1,0,0,0,1,0,0
400,bars,4-3-1303,210000.0,145.0,4.0,8.0,8.0,2.0,0,1,0,0,1,0,1,0,44.55827345658594,40.199176396159615,3949,14382,5625,5481,8617,3,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0
401,bars,2-3-153,200000.0,150.0,3.0,3.0,4.0,1.0,0,0,0,0,0,0,1,0,44.51344849450384,40.1767382062846,1039,9975,3605,2826,4245,3,19,13,0,0,1,0,0,0,0,0,1,0,1,0,0
402,bars,1-A-97,340000.0,100.0,4.0,4.0,6.0,2.0,0,1,0,0,1,1,1,1,44.51228432718437,40.19590302536037,1126,10663,5501,1578,6098,0,1,4,0,0,1,0,0,0,1,0,0,1,0,0,0
403,bars,4-3-1242,120000.0,123.0,4.0,10.0,9.0,1.0,0,0,0,0,1,0,0,0,44.49978402004816,40.19794363418706,1858,9844,6206,515,6014,8,6,0,1,0,0,0,0,0,0,1,0,0,1,0,0
404,bars,6-D4-97,245000.0,168.0,4.0,2.0,16.0,3.0,0,1,0,0,1,1,1,1,44.4567380668362,40.166016462777485,5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
405,bars,6-D3-190,129000.0,100.0,3.0,2.0,11.0,1.0,0,0,0,0,0,0,0,0,44.4567380668362,40.166016462777485,5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
406,bars,6-D3-65,129000.0,68.0,2.0,2.0,12.0,1.0,0,1,0,0,1,1,1,1,44.4567380668362,40.166016462777485,5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
407,bars,6-D2-67,117000.0,70.0,2.0,11.0,16.0,1.0,0,1,0,0,1,0,0,0,44.4567380668362,40.166016462777485,5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
408,bars,6-D2-66,117000.0,70.0,2.0,7.0,11.0,1.0,0,1,0,0,1,1,1,1,44.4567380668362,40.166016462777485,5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
409,bars,1-1-310,100000.0,39.3,1.0,5.0,5.0,1.0,0,1,0,0,0,1,0,0,44.51642634119875,40.18161375666288,500,10375,3922,2592,4837,5,32,10,0,2,0,1,0,0,1,0,0,0,1,0,0
410,bars,4-3-1297,180000.0,99.0,3.0,4.0,16.0,1.0,0,1,0,0,1,0,0,0,44.50603348930943,40.19194689069822,1014,9991,5360,1195,5503,3,8,1,0,0,1,0,0,0,0,1,0,0,1,0,0
411,bars,4-2-137,225000.0,93.0,2.0,14.0,16.0,2.0,0,1,0,0,1,1,1,1,44.52473536231635,40.20625843913501,2396,12140,6283,2813,7578,1,5,8,0,2,0,3,0,0,1,0,0,1,0,0,0
412,bars,1-3-2008,200000.0,96.6,3.0,3.0,4.0,1.0,0,1,0,0,0,0,0,0,44.5273774,40.17699785,1446,11125,3073,3634,5017,1,2,4,0,0,3,1,0,0,0,0,1,0,1,0,0
413,bars,6-AV-2-59,105000.0,75.0,2.0,4.0,13.0,1.0,0,1,0,0,1,0,1,1,44.5388218,40.222082400000005,4489,14080,7926,4718,9688,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
414,bars,4-3-1282,120000.0,89.0,3.0,1.0,9.0,1.0,0,0,0,0,0,0,0,0,44.4972968,40.20489739999999,2588,10091,6976,902,6740,5,3,0,1,0,0,0,1,0,0,1,0,1,0,0,0
415,bars,4-3-1260,230000.0,94.0,3.0,1.0,9.0,2.0,0,0,0,0,1,1,1,1,44.4625288,40.172490550000006,4711,5729,6923,3823,3650,4,1,6,0,0,0,0,3,0,1,0,0,1,0,0,0
416,bars,1-3-2016,180000.0,87.0,3.0,1.0,11.0,1.0,0,0,0,0,1,1,1,1,44.51166722152143,40.182206184659805,512,10014,4189,2259,4691,10,17,5,4,0,1,5,4,0,0,1,0,1,0,0,0
417,bars,1-N-371,350000.0,120.0,3.0,9.0,11.0,2.0,0,0,0,0,1,0,1,1,44.51181945133735,40.183313571671,407,10067,4285,2178,4806,11,24,6,5,0,1,4,5,0,1,0,0,1,0,0,0
418,bars,1-3-2007,470000.0,158.8,4.0,9.0,9.0,2.0,0,0,0,0,0,0,0,0,44.583870697678144,40.21673211791397,6767,17145,8266,7951,11537,7,11,2,0,0,0,0,0,0,1,0,0,1,0,0,0
419,bars,6-Ach3-111,204000.0,164.0,3.0,3.0,8.0,1.0,0,1,0,0,0,0,1,1,44.476933542701154,40.20438901998362,3832,8701,7951,1636,6656,10,14,1,0,0,0,3,2,0,1,0,0,1,0,0,0
420,bars,6-Mal4-41,120000.0,173.0,4.0,2.0,9.0,1.0,0,1,0,0,1,1,1,0,44.44610884211748,40.17433481990832,6002,4585,8308,4783,4701,3,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0
421,bars,65363,140000.0,100.0,4.0,2.0,4.0,2.0,0,1,0,0,0,0,0,0,44.493826561382456,40.140887872078665,5331,8033,3986,6266,812,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
422,bars,1-3-2002,140000.0,100.0,4.0,4.0,5.0,1.0,0,1,0,0,0,0,0,0,44.514048989347714,40.1861605885798,90,10356,4463,2117,5174,9,32,4,2,0,2,1,1,0,0,0,1,0,1,0,0
423,bars,1-A-38,240000.0,147.0,4.0,8.0,8.0,3.0,1,0,0,0,1,0,0,0,44.51228432718437,40.19590302536037,1126,10663,5501,1578,6098,0,1,4,0,0,1,0,0,0,1,0,0,0,1,0,0
424,bars,1-3-1857,306000.0,146.0,4.0,4.0,4.0,2.0,0,0,0,0,0,0,1,0,44.499472776670245,40.180107053322125,1479,8960,4673,1965,4080,1,6,7,1,0,0,0,2,0,1,0,0,1,0,0,0
425,bars,1-3-1578,165000.0,97.0,4.0,5.0,5.0,2.0,0,0,0,0,0,0,1,0,44.5273774,40.17699785,1446,11125,3073,3634,5017,1,2,4,0,0,3,1,0,0,1,0,0,1,0,0,0
426,bars,1-3-1101,330000.0,115.0,4.0,4.0,5.0,2.0,0,1,0,0,0,1,1,0,44.51295609897683,40.18654267248054,191,10285,4544,2016,5170,5,23,3,4,2,1,2,1,0,1,0,0,1,0,0,0
427,bars,1-2-51,270000.0,77.7,2.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,44.50449735,40.1832187,951,9481,4641,1805,4544,1,7,6,3,1,1,1,0,0,1,0,0,1,0,0,0
428,bars,1-3-661,200000.0,195.0,5.0,5.0,5.0,3.0,0,1,0,0,0,1,1,0,44.514048989347714,40.1861605885798,90,10356,4463,2117,5174,9,32,4,2,0,2,1,1,0,0,0,1,1,0,0,0
429,bars,1-3-222,250000.0,191.36,4.0,4.0,5.0,2.0,0,0,0,0,0,0,1,0,44.45609932611657,40.15477242139723,6097,4733,7051,5705,2755,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
430,bars,6-Mal4-39,82000.0,105.0,4.0,10.0,14.0,1.0,0,1,0,0,1,0,1,0,44.54421651773088,40.0871131161198,11271,14208,7096,12974,8120,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
431,bars,1-3-1947,275000.0,190.0,4.0,4.0,4.0,2.0,0,1,0,0,0,0,0,0,44.514048989347714,40.1861605885798,90,10356,4463,2117,5174,9,32,4,2,0,2,1,1,0,1,0,0,1,0,0,0
432,bars,6-Av3-148,70000.0,100.0,4.0,7.0,9.0,1.0,0,1,0,0,1,0,0,0,44.5180200101794,40.18203709652422,506,10519,3900,2664,4950,10,31,13,0,2,0,1,1,0,0,1,0,0,1,0,0
433,bars,1-2-913,150000.0,71.5,1.0,3.0,12.0,1.0,0,0,0,0,1,0,1,1,44.583870697678144,40.21673211791397,6767,17145,8266,7951,11537,7,11,2,0,0,0,0,0,0,0,1,0,1,0,0,0
434,bars,6-D3-185,250000.0,105.0,3.0,8.0,15.0,2.0,0,1,0,0,1,1,1,0,44.4567380668362,40.166016462777485,5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
435,bars,1-3-1951,338000.0,187.5,6.0,4.0,4.0,2.0,0,1,0,0,0,0,1,0,44.5776738850503,40.21711810886293,6342,16687,8076,7459,11194,7,5,2,0,0,0,3,1,0,1,0,0,0,1,0,0
436,bars,4-3-1190,150000.0,110.0,3.0,7.0,9.0,2.0,0,1,0,0,1,0,0,0,44.50472122504243,40.19100870974382,1042,9845,5331,1159,5370,3,7,1,0,0,1,0,0,0,0,1,0,0,1,0,0
437,bars,2-3-146,170000.0,94.0,3.0,8.0,11.0,1.0,0,0,0,0,1,1,1,0,44.51023319136248,40.171870020098616,1624,9575,3379,3148,3643,8,15,8,0,0,0,0,0,0,0,1,0,1,0,0,0
438,bars,1-3-1723,160000.0,141.0,5.0,3.0,3.0,1.0,0,1,0,0,0,0,0,0,44.45609932611657,40.15477242139723,6097,4733,7051,5705,2755,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
439,bars,6-Mal-36,80000.0,105.0,4.0,4.0,5.0,1.0,0,1,0,0,0,0,1,0,44.48023076128606,40.14596510603376,5347,6813,5015,5816,491,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0
440,bars,1-3-1940,240000.0,75.0,3.0,2.0,5.0,1.0,0,0,0,0,0,1,1,1,44.52381655212627,40.19066524195801,904,11312,4614,2653,6023,2,8,5,0,0,18,1,5,0,1,0,0,1,0,0,0
441,bars,1-2-911,470000.0,84.0,3.0,11.0,12.0,1.0,0,1,0,1,1,1,1,1,44.50449735,40.1832187,951,9481,4641,1805,4544,1,7,6,3,1,1,1,0,0,1,0,0,1,0,0,0
442,bars,1-3-1860,350000.0,162.0,4.0,2.0,3.0,1.0,0,1,0,0,0,1,1,0,44.51406057333508,40.190047324583134,458,10522,4847,1899,5561,4,12,1,1,0,2,3,0,0,1,0,0,1,0,0,0
443,bars,1-2-545,250000.0,75.0,2.0,5.0,5.0,1.0,0,0,0,0,0,1,0,0,44.5776738850503,40.21711810886293,6342,16687,8076,7459,11194,7,5,2,0,0,0,3,1,0,1,0,0,0,1,0,0
444,bars,1-3-1645,300000.0,200.0,6.0,3.0,9.0,2.0,0,0,0,0,1,0,0,0,44.51181945133735,40.183313571671,407,10067,4285,2178,4806,11,24,6,5,0,1,4,5,0,0,1,0,1,0,0,0
445,bars,6-4GH-27,215000.0,141.1,4.0,13.0,14.0,3.0,0,1,0,0,1,1,1,0,44.50409202665325,40.17429211194108,1602,9136,3946,2697,3615,4,6,3,0,0,0,1,0,0,1,0,0,1,0,0,0
446,bars,1-3-46,195000.0,170.0,3.0,4.0,5.0,1.0,0,0,0,0,0,0,0,0,44.512115310889925,40.18645225816211,257,10215,4571,1965,5129,5,22,3,5,2,1,2,2,0,1,0,0,0,0,0,1
447,bars,1-3-1866,330000.0,132.0,3.0,2.0,6.0,2.0,0,1,0,0,1,1,1,0,44.51406057333508,40.190047324583134,458,10522,4847,1899,5561,4,12,1,1,0,2,3,0,0,1,0,0,0,1,0,0
448,bars,1-2-605,180000.0,65.0,2.0,2.0,5.0,1.0,0,0,0,0,0,0,1,0,44.514048989347714,40.1861605885798,90,10356,4463,2117,5174,9,32,4,2,0,2,1,1,0,1,0,0,0,1,0,0
449,bars,1-N-140a,390000.0,177.4,4.0,3.0,9.0,2.0,1,0,0,1,1,0,0,0,44.51642634119875,40.18161375666288,500,10375,3922,2592,4837,5,32,10,0,2,0,1,0,0,1,0,0,0,1,0,0
450,bars,6-Z3-154,100000.0,77.0,3.0,3.0,9.0,1.0,0,0,0,0,0,0,0,0,44.526958540545984,40.20305179986824,2147,12135,5898,2891,7347,1,0,5,0,2,2,2,0,0,1,0,0,1,0,0,0
451,bars,6-Av3-89,110000.0,94.0,3.0,9.0,13.0,2.0,0,1,0,0,0,0,1,1,44.5388218,40.222082400000005,4489,14080,7926,4718,9688,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
452,bars,6-Av3-126,95000.0,96.0,4.0,8.0,16.0,1.0,0,0,0,0,1,0,1,1,44.58038994172306,40.218477684417415,6617,16960,8309,7724,11463,10,15,3,0,1,0,2,0,0,0,1,0,1,0,0,0
454,bars,1-2-992,180000.0,35.2,2.0,4.0,4.0,1.0,0,0,0,0,0,0,1,0,44.517821617617976,40.17743184144194,980,10353,3460,3003,4522,9,12,8,1,0,0,1,0,0,1,0,0,1,0,0,0
455,myrealty,142711,87000.0,60.0,2.0,1.0,5.0,1.0,0,1,1,0,1,0,1,1,44.46529796992896,40.20902734145039,4943,8372,9001,2751,7339,4,8,14,0,0,0,1,0,0,0,0,1,1,0,0,0
456,myrealty,142709,76500.0,48.0,2.0,4.0,5.0,1.0,0,0,0,0,0,0,1,1,44.4684631,40.199323,4228,7789,8057,2162,6227,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
457,myrealty,142707,150000.0,93.0,3.0,5.0,5.0,1.0,0,0,0,0,0,1,1,1,44.51413593557797,40.21066440089994,2743,11632,6981,2284,7695,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
458,myrealty,142704,420000.0,80.0,2.0,4.0,10.0,2.0,1,0,1,1,1,1,1,1,44.51467793334746,40.18220208362412,423,10255,4053,2438,4815,6,26,9,3,0,1,2,2,1,0,0,0,0,0,1,0
459,myrealty,142703,95000.0,74.0,3.0,2.0,5.0,1.0,0,0,1,0,0,1,1,1,44.49082633472604,40.19822318396341,2468,9217,6670,273,5942,10,19,1,0,0,1,2,1,0,0,1,0,0,0,1,0
460,myrealty,142702,167000.0,80.0,3.0,5.0,5.0,2.0,0,0,0,0,0,1,1,0,44.51413593557797,40.21066440089994,2743,11632,6981,2284,7695,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
461,myrealty,142701,218000.0,94.0,3.0,7.0,7.0,1.0,1,0,1,1,1,1,1,1,44.5107305983628,40.17435983822829,1346,9682,3548,2923,3897,8,14,14,0,0,1,0,0,1,0,0,0,0,0,1,0
462,myrealty,142700,105000.0,80.0,3.0,1.0,5.0,1.0,0,0,1,1,0,0,1,0,44.4684631,40.199323,4228,7789,8057,2162,6227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
463,myrealty,142695,209000.0,93.0,4.0,7.0,15.0,1.0,1,0,0,0,1,0,0,0,44.5273774,40.17699785,1446,11125,3073,3634,5017,1,2,4,0,0,3,1,0,1,0,0,0,0,1,0,0
464,myrealty,142693,280000.0,105.0,3.0,6.0,8.0,2.0,1,0,0,0,0,0,0,0,44.51060732169701,40.17531966023561,1247,9700,3635,2825,3981,8,14,13,0,0,1,0,0,1,0,0,0,0,0,1,0
465,myrealty,142692,125000.0,85.0,4.0,1.0,6.0,2.0,0,0,1,0,0,1,1,1,44.52473536231635,40.20625843913501,2396,12140,6283,2813,7578,1,5,8,0,2,0,3,0,0,0,0,1,1,0,0,0
466,myrealty,142691,158000.0,81.0,3.0,4.0,15.0,2.0,0,0,0,0,0,0,0,0,44.4567380668362,40.166016462777485,5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
467,myrealty,142690,180000.0,110.0,3.0,14.0,18.0,1.0,1,0,0,0,0,0,0,0,44.4567380668362,40.166016462777485,5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
468,myrealty,142682,93000.0,39.0,2.0,5.0,5.0,1.0,0,0,0,0,0,1,1,0,44.49844424700246,40.19994302020931,2098,9864,6455,497,6211,12,10,0,1,0,0,3,1,0,1,0,0,0,0,1,0
469,myrealty,142680,123500.0,58.0,2.0,5.0,5.0,1.0,0,0,0,0,0,0,1,0,44.49844424700246,40.19994302020931,2098,9864,6455,497,6211,12,10,0,1,0,0,3,1,0,0,0,1,0,0,1,0
470,myrealty,142670,155000.0,68.0,2.0,1.0,2.0,1.0,1,0,1,0,0,1,1,1,44.49857435,40.20958515,2974,10487,7379,1431,7271,0,0,1,0,1,0,0,4,0,0,0,1,0,0,1,0
471,myrealty,142668,152000.0,68.0,3.0,5.0,5.0,1.0,1,0,1,0,1,0,1,1,44.49633619872418,40.22328636163789,4441,11339,8833,2904,8759,4,1,2,0,0,0,2,0,1,0,0,0,0,0,1,0
472,myrealty,142667,105000.0,80.0,3.0,1.0,5.0,1.0,0,0,1,1,0,0,0,0,44.4684631,40.199323,4228,7789,8057,2162,6227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
473,myrealty,142666,220000.0,90.0,3.0,5.0,10.0,1.0,1,0,1,1,1,0,1,1,44.50164222859443,40.19625902492543,1614,9886,5964,676,5864,3,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0
474,myrealty,142664,225000.0,110.0,3.0,4.0,4.0,1.0,1,0,1,1,1,1,1,1,44.47934247499251,40.15066008382748,4966,6703,5061,5322,844,7,6,1,1,0,0,3,0,1,0,0,0,0,0,1,0
475,myrealty,142663,205000.0,64.0,3.0,8.0,17.0,1.0,1,0,1,0,1,1,1,1,44.52473536231635,40.20625843913501,2396,12140,6283,2813,7578,1,5,8,0,2,0,3,0,1,0,0,0,0,0,1,0
476,myrealty,142658,180000.0,76.0,3.0,8.0,16.0,1.0,0,0,1,0,1,1,1,1,44.4567380668362,40.166016462777485,5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
477,myrealty,142657,140000.0,90.0,3.0,5.0,5.0,1.0,0,0,1,0,0,0,1,1,44.51344849450384,40.1767382062846,1039,9975,3605,2826,4245,3,19,13,0,0,1,0,0,0,0,0,1,1,0,0,0
478,myrealty,142656,400000.0,145.0,4.0,2.0,3.0,1.0,0,0,0,0,0,0,1,0,44.51642634119875,40.18161375666288,500,10375,3922,2592,4837,5,32,10,0,2,0,1,0,0,0,0,1,1,0,0,0
