,source,webpage,success,error,skipped
502,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Argishti+St/Center/Yerevan/139721,True,,
503,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Davtashen+1+district/Davtashen/Yerevan/139947,True,,
504,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Yekmalyan+St/Center/Yerevan/139925,True,,
505,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Tsitsernakaberd+Highway/Center/Yerevan/139661,True,,
506,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Amiryan+St/Center/Yerevan/139620,True,,
507,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Adonts+St/Arabkir/Yerevan/139603,True,,
508,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Yekmalyan+St/Center/Yerevan/139596,True,,
509,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/A.+Khachatrian+St/Arabkir/Yerevan/139575,True,,
510,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Tsitsernakaberd+Highway/Center/Yerevan/139566,True,,
511,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale/Sundukyan+St/Arabkir/Yerevan/139551,True,,
512,myrealty,https://myrealty.am/en/1-bedroom/apartment-for-sale-in-new-construction/Teryan+St/Center/Yerevan/139545,True,,
513,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Orbeli+Yeghbayrner+++St/Arabkir/Yerevan/139515,True,,
514,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Mashtots+Ave/Center/Yerevan/139405,True,,
515,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Buzand+St/Center/Yerevan/139346,True,,
516,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Antarayin+St/Center/Yerevan/139464,True,,
517,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d89797,True,,
518,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Gyulbenkyan+St/Arabkir/Yerevan/139342,True,,
519,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Aghbyur+Serob+St/Arabkir/Yerevan/139340,True,,
520,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Tsitsernakaberd+Highway/Center/Yerevan/139333,True,,
521,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d113620,True,,
522,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale/Vardanants+St/Center/Yerevan/139334,True,,
523,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Kajaznuni+St/Center/Yerevan/139306,True,,
524,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d114624,True,,
525,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Pushkin+St/Center/Yerevan/139299,True,,
526,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Sevak+St/Qanaqer-Zeytun/Yerevan/139269,True,,
527,myrealty,https://myrealty.am/en/5-bedroom/apartment-for-sale-in-new-construction/Teryan+St/Center/Yerevan/139246,True,,
528,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Ler.+Kamsar+St/Center/Yerevan/139209,True,,
529,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Adonts+St/Arabkir/Yerevan/139193,True,,
530,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Charents+St/Center/Yerevan/139196,True,,
531,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Pushkin+St/Center/Yerevan/139284,True,,
532,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Mikoyan+St/Davtashen/Yerevan/139174,True,,
533,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Komitas+Ave/Arabkir/Yerevan/139131,True,,
534,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Ler.+Kamsar+St/Center/Yerevan/139181,True,,
535,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Azatutyan+Ave/Arabkir/Yerevan/139463,True,,
536,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Tigran+Mets+Ave/Center/Yerevan/139104,True,,
537,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Komitas+Ave/Arabkir/Yerevan/139076,True,,
538,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Malkhasiants+St/Arabkir/Yerevan/140372,True,,
539,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d114630,True,,
540,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Malkhasiants+St/Arabkir/Yerevan/140371,True,,
541,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Adonts+St/Arabkir/Yerevan/139066,True,,True
542,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Komitas+Ave/Arabkir/Yerevan/139064,True,,
543,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/NarDos+St/Center/Yerevan/139059,True,,
544,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Abovyan+St/Center/Yerevan/139109,True,,
545,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/NarDos+St/Center/Yerevan/139115,True,,
546,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Argishti+St/Center/Yerevan/138968,True,,
547,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/A.+Khachatrian+St/Arabkir/Yerevan/139056,True,,
548,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Komitas+Ave/Arabkir/Yerevan/138962,True,,
549,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Nalbandyan+St/Center/Yerevan/138949,True,,
550,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale/Amiryan+St/Center/Yerevan/138939,True,,
551,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Mikoyan+St/Davtashen/Yerevan/138934,True,,
552,myrealty,https://myrealty.am/en/5-bedroom/apartment-for-sale-in-new-construction/Leo+St/Center/Yerevan/138931,True,,
553,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-avan-yerevan-d117877,True,,
554,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/N.+Tigranyan+dead+end/Arabkir/Yerevan/138897,True,,
555,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Antarayin%2C+G.Emin+St%2C/Center/Yerevan/138936,True,,
556,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Buzand+St/Center/Yerevan/138874,True,,
557,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Pushkin+St/Center/Yerevan/138871,True,,
558,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d91066,True,,
559,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Sevak+St/Qanaqer-Zeytun/Yerevan/138864,True,,
560,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Aram+St/Center/Yerevan/138833,True,,
561,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/V.Vagharshyan+St/Arabkir/Yerevan/138839,True,,
562,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Mikoyan+St/Davtashen/Yerevan/138823,True,,
563,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Tsarav+Aghbyur+St/Avan/Yerevan/138787,True,,
564,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Arshakunyats+Ave/Center/Yerevan/138773,True,,
565,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d115991,True,,
566,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Pushkin+St/Center/Yerevan/138807,True,'DataFrame' object is not callable,
567,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d117558,True,,
568,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Pushkin+St/Center/Yerevan/138808,True,,
569,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Nersisyan+dead+end/Qanaqer-Zeytun/Yerevan/139052,True,,
570,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Sayat-Nova+Ave/Center/Yerevan/138742,True,,
571,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Kajaznuni+St/Center/Yerevan/138855,True,,
572,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Pushkin+St/Center/Yerevan/138738,True,,
573,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Charents+St/Center/Yerevan/138734,True,,
574,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Kievyan+St/Arabkir/Yerevan/138733,True,,
575,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d93489,True,,
576,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Baghramyan+Ave+%28Kentron%29/Center/Yerevan/138776,True,,
577,myrealty,https://myrealty.am/en/1-bedroom/apartment-for-sale/Hr.Kochar+St/Arabkir/Yerevan/138697,True,,
578,myrealty,https://myrealty.am/en/1-bedroom/apartment-for-sale/Gyulbenkyan+St/Arabkir/Yerevan/138694,True,,
579,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Antarayin%2C+G.Emin+St%2C/Center/Yerevan/138692,True,,
580,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Saryan+St/Center/Yerevan/138690,True,,
581,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/V.Vagharshyan+St/Arabkir/Yerevan/138840,True,,
582,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/V.Vagharshyan+St/Arabkir/Yerevan/138841,True,,
583,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Komitas+Ave/Arabkir/Yerevan/138647,True,,
584,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Tumanyan+St/Center/Yerevan/138644,True,,
585,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale/Aghbyur+Serob+St/Arabkir/Yerevan/138643,True,,
586,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Amiryan+St/Center/Yerevan/138642,True,,
587,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Mamikoniants+St/Arabkir/Yerevan/138637,True,,
588,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Sayat-Nova+Ave/Center/Yerevan/138631,True,,
589,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/D.+Demirchyan+St/Center/Yerevan/138685,True,,
590,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Gyulbenkyan+St/Arabkir/Yerevan/138606,True,,
591,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/N.+Zaryan+St/Arabkir/Yerevan/138604,True,,
592,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Tumanyan+St/Center/Yerevan/138550,True,,
593,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Xanzadyan+St/Norq+Marash/Yerevan/138548,True,,
594,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Komitas+Ave/Arabkir/Yerevan/138543,True,,
595,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale/Nalbandyan+St/Center/Yerevan/138468,True,,
596,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Komitas+Ave/Arabkir/Yerevan/138467,True,,
597,myrealty,https://myrealty.am/en/5-bedroom/apartment-for-sale-in-new-construction/Adonts+St/Arabkir/Yerevan/140760,True,,
598,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Komitas+Ave/Arabkir/Yerevan/138466,True,,
599,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/A.+Khachatrian+St/Arabkir/Yerevan/138455,True,,
600,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d99287,True,,
601,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/E.+Qochar+St/Center/Yerevan/138449,True,,
602,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale/Tsarav+Aghbyur+St/Avan/Yerevan/138434,True,,
603,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Sasna+Tsrer+St/Davtashen/Yerevan/138430,True,,
604,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Amiryan+St/Center/Yerevan/139700,True,,
605,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Sasna+Tsrer+St/Davtashen/Yerevan/138411,True,,
606,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Mashtots+Ave/Center/Yerevan/138359,True,,
607,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Hovhannisyan+distrct/Avan/Yerevan/138370,True,,
608,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Riga+St/Arabkir/Yerevan/138360,True,,
609,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Garegin+Nzhdeh+Ave/Shengavit/Yerevan/138349,True,,
610,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Paronyan+St/Center/Yerevan/138336,True,,
611,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Baghramyan+Ave+%28Kentron%29/Center/Yerevan/138331,True,,
612,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-center-yerevan-d101518,True,'DataFrame' object is not callable,
613,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Komitas+Ave/Arabkir/Yerevan/138318,True,,
614,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Adonts+St/Arabkir/Yerevan/138307,True,,
615,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Bryusov+St/Center/Yerevan/138304,True,,
616,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Garegin+Nzhdeh+Ave/Shengavit/Yerevan/138305,True,,
617,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/M.Khorenatsi+St/Center/Yerevan/138274,True,,
618,myrealty,https://myrealty.am/en/1-bedroom/apartment-for-sale/Orbeli+Yeghbayrner+++St/Arabkir/Yerevan/138234,True,,
619,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/E.+Qochar+St/Center/Yerevan/138192,True,,
620,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Buzand+St/Center/Yerevan/138191,True,,
621,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Vardanants+St/Center/Yerevan/138172,True,,
622,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Komitas+Ave/Arabkir/Yerevan/138175,True,,
623,myrealty,https://myrealty.am/en/6-bedroom/apartment-for-sale-in-new-construction/Aram+St/Center/Yerevan/138145,True,,
624,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Arshakunyats+Ave/Center/Yerevan/138135,True,,
625,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale/Hr.Kochar+St/Arabkir/Yerevan/138119,True,,
626,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Adonts+St/Arabkir/Yerevan/138116,True,,
627,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Komitas+Ave/Arabkir/Yerevan/138066,True,,
628,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Mikoyan+St/Nor+Norq/Yerevan/138158,True,,
629,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale/Hanrapetutyan+dead+end/Center/Yerevan/138057,True,,
630,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Mikoyan+St/Davtashen/Yerevan/138050,True,,
631,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Mashtots+Ave/Center/Yerevan/138048,True,,
632,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale/Saryan+St/Center/Yerevan/138047,True,,
633,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/K.+Ulnetsi+St/Qanaqer-Zeytun/Yerevan/138020,True,,
634,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Antarayin+St/Center/Yerevan/138014,True,,
635,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Buzand+St/Center/Yerevan/138009,True,,
636,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Yekmalyan+St/Center/Yerevan/138001,True,,
637,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Tpagrichner+St/Center/Yerevan/138045,True,,
638,myrealty,https://myrealty.am/en/5-bedroom/apartment-for-sale-in-new-construction/Northern+%28Hyusisayin%29++Ave/Center/Yerevan/138155,True,,
639,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d106547,True,,
640,myrealty,https://myrealty.am/en/5-bedroom/apartment-for-sale-in-new-construction/Hanrapetutyan+St/Center/Yerevan/137953,True,,
641,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d107379,True,,
642,bnakaran,https://www.bnakaran.com/en/apartment-for-rent-in-downtown-yerevan-d107574,True,,
643,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d107784,True,,
644,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Tsarav+Aghbyur+St/Avan/Yerevan/138044,True,,
645,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Isahakyan+St/Center/Yerevan/137900,True,,
646,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/N.+Tigranyan+dead+end/Arabkir/Yerevan/138049,True,,
647,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Moldovakan+St/Nor+Norq/Yerevan/137933,True,,
648,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale/Tigran+Petrosyan+St/Davtashen/Yerevan/137984,True,,
649,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Malkhasiants+St/Arabkir/Yerevan/137787,True,,
650,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Abovyan+St/Center/Yerevan/137750,True,,
651,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Nalbandyan+St/Center/Yerevan/137696,True,,
652,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/M.Khorenatsi+St/Center/Yerevan/137680,True,,
653,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Babayan+St/Arabkir/Yerevan/137939,True,,
654,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Tsarav+Aghbyur+St/Avan/Yerevan/137938,True,,
655,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Bryusov+St/Center/Yerevan/137669,True,,
656,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Halabyan+St/Achapnyak/Yerevan/137627,True,,
657,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Aghbyur+Serob+St/Arabkir/Yerevan/137628,True,,
658,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Orbeli+Yeghbayrner+++St/Arabkir/Yerevan/137582,True,,
659,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Antarayin+St/Center/Yerevan/137560,True,,
660,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Sundukyan+St/Arabkir/Yerevan/137543,True,,
661,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Komitas+Ave/Arabkir/Yerevan/137542,True,,
662,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/A.+Khachatrian+St/Arabkir/Yerevan/137530,True,,
663,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/A.+Khachatrian+St/Arabkir/Yerevan/137425,True,,
664,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Antarayin+St/Center/Yerevan/137535,True,,
665,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Vardanants+St/Center/Yerevan/137338,True,,
666,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/V.Vagharshyan+St/Arabkir/Yerevan/137337,True,,
667,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Bashinjaxyan+St/Achapnyak/Yerevan/137291,True,,
668,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale/Komitas+Ave/Arabkir/Yerevan/137225,True,,
669,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/N.+Tigranyan+dead+end/Arabkir/Yerevan/137222,True,,
670,bnakaran,https://www.bnakaran.com/en/apartment-in-new-building-for-rent-in-downtown-yerevan-d108176,False,'DataFrame' object is not callable,
671,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/M.Khorenatsi+St/Center/Yerevan/137207,True,,
672,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Mamikoniants+St/Arabkir/Yerevan/137198,True,,
673,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Malkhasiants+St/Arabkir/Yerevan/139275,True,,
674,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Teryan+St/Center/Yerevan/137191,True,,
675,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Baghramyan+av%28Arabkir%29/Arabkir/Yerevan/137185,True,,
676,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Vardanants+St/Center/Yerevan/137181,True,,
677,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Komitas+Ave/Arabkir/Yerevan/137170,True,,
678,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Riga+St/Arabkir/Yerevan/137371,True,,
679,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Buzand+St/Center/Yerevan/137139,True,,
680,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Fuchik+St/Achapnyak/Yerevan/137501,True,,
681,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Zakyan+St/Center/Yerevan/137127,True,,
682,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Malkhasiants+St/Arabkir/Yerevan/137126,True,,
683,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Antarayin+St/Center/Yerevan/137125,True,,
684,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Sayat-Nova+Ave/Center/Yerevan/137122,True,,
685,myrealty,https://myrealty.am/en/1-bedroom/apartment-for-sale/Tigran+Mets+Ave/Center/Yerevan/137097,True,,
686,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Adonts+St/Arabkir/Yerevan/137094,True,,
687,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Mamikoniants+St/Arabkir/Yerevan/137092,True,,
688,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/N.+Zaryan+St/Arabkir/Yerevan/137367,True,,
689,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Nalbandyan+St/Center/Yerevan/137167,True,,
690,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/M.Khorenatsi+St/Center/Yerevan/138238,True,,
691,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Halabyan+St/Achapnyak/Yerevan/137031,True,,
692,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/G.+Hovsepyan+St/Norq+Marash/Yerevan/136972,True,,
693,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Hanrapetutyan+St/Center/Yerevan/137008,True,,
694,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/M.Khorenatsi+St/Center/Yerevan/136882,True,,
695,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Komitas+Ave/Arabkir/Yerevan/136858,True,,
696,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Buzand+St/Center/Yerevan/136943,True,,
697,myrealty,https://myrealty.am/en/4-bedroom/apartment-for-sale-in-new-construction/Tsarav+Aghbyur+St/Avan/Yerevan/136825,True,,
698,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Sisakyan+St/Achapnyak/Yerevan/136823,True,,
699,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Riga+St/Arabkir/Yerevan/136806,True,,
700,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/M.Khorenatsi+St/Center/Yerevan/136792,True,,
701,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Aram+St/Center/Yerevan/136787,True,,
702,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Aram+St/Center/Yerevan/136786,True,,
703,myrealty,https://myrealty.am/en/5-bedroom/apartment-for-sale/Baghramyan+2+alley/Arabkir/Yerevan/136743,True,,
704,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Komitas+Ave/Arabkir/Yerevan/136662,True,,
705,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Antarayin+St/Center/Yerevan/136915,True,,
706,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Malkhasiants+St/Arabkir/Yerevan/137706,True,,
707,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale/Griboedov+St/Arabkir/Yerevan/136573,True,,
708,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Bryusov+St/Center/Yerevan/136514,True,,
709,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Gusan+Sheram+St/Malatia-Sebastia/Yerevan/137090,True,,
710,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Mamikoniants+St/Arabkir/Yerevan/136756,True,,
711,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Sasna+Tsrer+St/Davtashen/Yerevan/136511,True,,
712,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale/Tamanyan+St/Center/Yerevan/136503,True,,
713,myrealty,https://myrealty.am/en/3-bedroom/apartment-for-sale-in-new-construction/Antarayin+St/Center/Yerevan/136480,True,,
714,myrealty,https://myrealty.am/en/1-bedroom/apartment-for-sale-in-new-construction/Sayat-Nova+Ave/Center/Yerevan/136471,True,,
715,myrealty,https://myrealty.am/en/2-bedroom/apartment-for-sale-in-new-construction/Fuchik+St/Achapnyak/Yerevan/136452,True,,
